,max_samples,contamination,n_estimators,max_features,bootstrap,precision,recall,f1
107,24,auto,20,0.3,True,0.29411764705882354,0.8333333333333334,0.43478260869565216
108,24,auto,50,0.3,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
109,24,auto,100,0.3,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
110,24,auto,200,0.3,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
111,24,auto,300,0.3,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
112,auto,auto,5,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
113,auto,auto,10,0.5,True,0.45454545454545453,0.8333333333333334,0.5882352941176471
114,auto,auto,15,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
115,auto,auto,20,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
116,auto,auto,50,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
117,auto,auto,100,0.5,True,0.25,0.6666666666666666,0.36363636363636365
118,auto,auto,200,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
119,auto,auto,300,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
120,0.1,auto,5,0.5,True,0.0,0.0,0.0
121,0.1,auto,10,0.5,True,0.0,0.0,0.0
122,0.1,auto,15,0.5,True,0.0,0.0,0.0
123,0.1,auto,20,0.5,True,0.0,0.0,0.0
124,0.1,auto,50,0.5,True,0.0,0.0,0.0
125,0.1,auto,100,0.5,True,0.25,1.0,0.4
126,0.1,auto,200,0.5,True,0.25,1.0,0.4
127,0.1,auto,300,0.5,True,0.25,1.0,0.4
128,0.3,auto,5,0.5,True,0.4,0.6666666666666666,0.5
129,0.3,auto,10,0.5,True,0.36363636363636365,0.6666666666666666,0.47058823529411764
130,0.3,auto,15,0.5,True,0.3,0.5,0.375
131,0.3,auto,20,0.5,True,0.35714285714285715,0.8333333333333334,0.5
132,0.3,auto,50,0.5,True,0.2727272727272727,0.5,0.35294117647058826
133,0.3,auto,100,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
134,0.3,auto,200,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
135,0.3,auto,300,0.5,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
136,0.5,auto,5,0.5,True,0.2857142857142857,0.6666666666666666,0.4
137,0.5,auto,10,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
138,0.5,auto,15,0.5,True,0.36363636363636365,0.6666666666666666,0.47058823529411764
139,0.5,auto,20,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
140,0.5,auto,50,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
141,0.5,auto,100,0.5,True,0.36363636363636365,0.6666666666666666,0.47058823529411764
142,0.5,auto,200,0.5,True,0.2857142857142857,0.6666666666666666,0.4
143,0.5,auto,300,0.5,True,0.2857142857142857,0.6666666666666666,0.4
144,0.7,auto,5,0.5,True,0.23076923076923078,0.5,0.3157894736842105
145,0.7,auto,10,0.5,True,0.25,0.5,0.3333333333333333
146,0.7,auto,15,0.5,True,0.3,0.5,0.375
147,0.7,auto,20,0.5,True,0.36363636363636365,0.6666666666666666,0.47058823529411764
148,0.7,auto,50,0.5,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
149,0.7,auto,100,0.5,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
150,0.7,auto,200,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
151,0.7,auto,300,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
152,0.9,auto,5,0.5,True,0.23076923076923078,0.5,0.3157894736842105
153,0.9,auto,10,0.5,True,0.38461538461538464,0.8333333333333334,0.5263157894736842
154,0.9,auto,15,0.5,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
155,0.9,auto,20,0.5,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
156,0.9,auto,50,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
157,0.9,auto,100,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
158,0.9,auto,200,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
159,0.9,auto,300,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
160,24,auto,5,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
161,24,auto,10,0.5,True,0.45454545454545453,0.8333333333333334,0.5882352941176471
162,24,auto,15,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
163,24,auto,20,0.5,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
164,24,auto,50,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
165,24,auto,100,0.5,True,0.25,0.6666666666666666,0.36363636363636365
166,24,auto,200,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
167,24,auto,300,0.5,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
168,auto,auto,5,0.7,True,0.21428571428571427,0.5,0.3
169,auto,auto,10,0.7,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
170,auto,auto,15,0.7,True,0.2857142857142857,0.6666666666666666,0.4
171,auto,auto,20,0.7,True,0.2857142857142857,0.6666666666666666,0.4
172,auto,auto,50,0.7,True,0.25,0.5,0.3333333333333333
173,auto,auto,100,0.7,True,0.2857142857142857,0.6666666666666666,0.4
174,auto,auto,200,0.7,True,0.2857142857142857,0.6666666666666666,0.4
175,auto,auto,300,0.7,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
176,0.1,auto,5,0.7,True,0.0,0.0,0.0
177,0.1,auto,10,0.7,True,0.0,0.0,0.0
178,0.1,auto,15,0.7,True,0.0,0.0,0.0
179,0.1,auto,20,0.7,True,0.0,0.0,0.0
180,0.1,auto,50,0.7,True,0.0,0.0,0.0
181,0.1,auto,100,0.7,True,0.25,1.0,0.4
182,0.1,auto,200,0.7,True,0.25,1.0,0.4
183,0.1,auto,300,0.7,True,0.25,1.0,0.4
184,0.3,auto,5,0.7,True,0.25,0.3333333333333333,0.2857142857142857
185,0.3,auto,10,0.7,True,0.375,0.5,0.42857142857142855
186,0.3,auto,15,0.7,True,0.3,0.5,0.375
187,0.3,auto,20,0.7,True,0.375,0.5,0.42857142857142855
188,0.3,auto,50,0.7,True,0.2727272727272727,0.5,0.35294117647058826
189,0.3,auto,100,0.7,True,0.25,0.5,0.3333333333333333
190,0.3,auto,200,0.7,True,0.2727272727272727,0.5,0.35294117647058826
191,0.3,auto,300,0.7,True,0.2727272727272727,0.5,0.35294117647058826
192,0.5,auto,5,0.7,True,0.4,0.6666666666666666,0.5
193,0.5,auto,10,0.7,True,0.2727272727272727,0.5,0.35294117647058826
194,0.5,auto,15,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
195,0.5,auto,20,0.7,True,0.2727272727272727,0.5,0.35294117647058826
196,0.5,auto,50,0.7,True,0.2727272727272727,0.5,0.35294117647058826
197,0.5,auto,100,0.7,True,0.2727272727272727,0.5,0.35294117647058826
198,0.5,auto,200,0.7,True,0.23076923076923078,0.5,0.3157894736842105
199,0.5,auto,300,0.7,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
200,0.7,auto,5,0.7,True,0.4,0.6666666666666666,0.5
201,0.7,auto,10,0.7,True,0.3333333333333333,0.5,0.4
202,0.7,auto,15,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
203,0.7,auto,20,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
204,0.7,auto,50,0.7,True,0.2727272727272727,0.5,0.35294117647058826
205,0.7,auto,100,0.7,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
206,0.7,auto,200,0.7,True,0.2857142857142857,0.6666666666666666,0.4
207,0.7,auto,300,0.7,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
208,0.9,auto,5,0.7,True,0.21428571428571427,0.5,0.3
209,0.9,auto,10,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
210,0.9,auto,15,0.7,True,0.2857142857142857,0.6666666666666666,0.4
211,0.9,auto,20,0.7,True,0.2857142857142857,0.6666666666666666,0.4
212,0.9,auto,50,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
213,0.9,auto,100,0.7,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
214,0.9,auto,200,0.7,True,0.2857142857142857,0.6666666666666666,0.4
215,0.9,auto,300,0.7,True,0.2857142857142857,0.6666666666666666,0.4
216,24,auto,5,0.7,True,0.21428571428571427,0.5,0.3
217,24,auto,10,0.7,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
218,24,auto,15,0.7,True,0.2857142857142857,0.6666666666666666,0.4
219,24,auto,20,0.7,True,0.2857142857142857,0.6666666666666666,0.4
220,24,auto,50,0.7,True,0.25,0.5,0.3333333333333333
221,24,auto,100,0.7,True,0.2857142857142857,0.6666666666666666,0.4
222,24,auto,200,0.7,True,0.2857142857142857,0.6666666666666666,0.4
223,24,auto,300,0.7,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
224,auto,auto,5,1.0,True,0.2,0.5,0.2857142857142857
225,auto,auto,10,1.0,True,0.2727272727272727,0.5,0.35294117647058826
226,auto,auto,15,1.0,True,0.2857142857142857,0.6666666666666666,0.4
227,auto,auto,20,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
228,auto,auto,50,1.0,True,0.23529411764705882,0.6666666666666666,0.34782608695652173
229,auto,auto,100,1.0,True,0.25,0.6666666666666666,0.36363636363636365
230,auto,auto,200,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
231,auto,auto,300,1.0,True,0.2857142857142857,0.6666666666666666,0.4
232,0.1,auto,5,1.0,True,0.0,0.0,0.0
233,0.1,auto,10,1.0,True,0.25,1.0,0.4
234,0.1,auto,15,1.0,True,0.25,1.0,0.4
235,0.1,auto,20,1.0,True,0.25,1.0,0.4
236,0.1,auto,50,1.0,True,0.25,1.0,0.4
237,0.1,auto,100,1.0,True,0.25,1.0,0.4
238,0.1,auto,200,1.0,True,0.25,1.0,0.4
239,0.1,auto,300,1.0,True,0.25,1.0,0.4
240,0.3,auto,5,1.0,True,0.2608695652173913,1.0,0.41379310344827586
241,0.3,auto,10,1.0,True,0.2727272727272727,0.5,0.35294117647058826
242,0.3,auto,15,1.0,True,0.2727272727272727,0.5,0.35294117647058826
243,0.3,auto,20,1.0,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
244,0.3,auto,50,1.0,True,0.2727272727272727,0.5,0.35294117647058826
245,0.3,auto,100,1.0,True,0.3333333333333333,0.6666666666666666,0.4444444444444444
246,0.3,auto,200,1.0,True,0.2857142857142857,0.6666666666666666,0.4
247,0.3,auto,300,1.0,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
248,0.5,auto,5,1.0,True,0.25,0.6666666666666666,0.36363636363636365
249,0.5,auto,10,1.0,True,0.25,0.6666666666666666,0.36363636363636365
250,0.5,auto,15,1.0,True,0.23529411764705882,0.6666666666666666,0.34782608695652173
251,0.5,auto,20,1.0,True,0.2777777777777778,0.8333333333333334,0.4166666666666667
252,0.5,auto,50,1.0,True,0.2857142857142857,0.6666666666666666,0.4
253,0.5,auto,100,1.0,True,0.2857142857142857,0.6666666666666666,0.4
254,0.5,auto,200,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
255,0.5,auto,300,1.0,True,0.2857142857142857,0.6666666666666666,0.4
256,0.7,auto,5,1.0,True,0.1875,0.5,0.2727272727272727
257,0.7,auto,10,1.0,True,0.2727272727272727,0.5,0.35294117647058826
258,0.7,auto,15,1.0,True,0.23076923076923078,0.5,0.3157894736842105
259,0.7,auto,20,1.0,True,0.3076923076923077,0.6666666666666666,0.42105263157894735
260,0.7,auto,50,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
261,0.7,auto,100,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
262,0.7,auto,200,1.0,True,0.25,0.6666666666666666,0.36363636363636365
263,0.7,auto,300,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
264,0.9,auto,5,1.0,True,0.2,0.5,0.2857142857142857
265,0.9,auto,10,1.0,True,0.25,0.5,0.3333333333333333
266,0.9,auto,15,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
267,0.9,auto,20,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
268,0.9,auto,50,1.0,True,0.2857142857142857,0.6666666666666666,0.4
269,0.9,auto,100,1.0,True,0.25,0.6666666666666666,0.36363636363636365
270,0.9,auto,200,1.0,True,0.2857142857142857,0.6666666666666666,0.4
271,0.9,auto,300,1.0,True,0.2857142857142857,0.6666666666666666,0.4
272,24,auto,5,1.0,True,0.2,0.5,0.2857142857142857
273,24,auto,10,1.0,True,0.2727272727272727,0.5,0.35294117647058826
274,24,auto,15,1.0,True,0.2857142857142857,0.6666666666666666,0.4
275,24,auto,20,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
276,24,auto,50,1.0,True,0.23529411764705882,0.6666666666666666,0.34782608695652173
277,24,auto,100,1.0,True,0.25,0.6666666666666666,0.36363636363636365
278,24,auto,200,1.0,True,0.26666666666666666,0.6666666666666666,0.38095238095238093
279,24,auto,300,1.0,True,0.2857142857142857,0.6666666666666666,0.4
280,auto,0.01,5,0.1,True,0.0,0.0,0.0
281,auto,0.01,10,0.1,True,0.0,0.0,0.0
282,auto,0.01,15,0.1,True,0.0,0.0,0.0
283,auto,0.01,20,0.1,True,0.0,0.0,0.0
284,auto,0.01,50,0.1,True,0.0,0.0,0.0
285,auto,0.01,100,0.1,True,0.0,0.0,0.0
286,auto,0.01,200,0.1,True,0.0,0.0,0.0
287,auto,0.01,300,0.1,True,0.0,0.0,0.0
288,0.1,0.01,5,0.1,True,0.0,0.0,0.0
289,0.1,0.01,10,0.1,True,0.0,0.0,0.0
290,0.1,0.01,15,0.1,True,0.0,0.0,0.0
291,0.1,0.01,20,0.1,True,0.0,0.0,0.0
292,0.1,0.01,50,0.1,True,0.0,0.0,0.0
293,0.1,0.01,100,0.1,True,0.0,0.0,0.0
294,0.1,0.01,200,0.1,True,0.0,0.0,0.0
295,0.1,0.01,300,0.1,True,0.0,0.0,0.0
296,0.3,0.01,5,0.1,True,0.0,0.0,0.0
297,0.3,0.01,10,0.1,True,0.0,0.0,0.0
298,0.3,0.01,15,0.1,True,0.0,0.0,0.0
299,0.3,0.01,20,0.1,True,0.0,0.0,0.0
300,0.3,0.01,50,0.1,True,1.0,0.16666666666666666,0.2857142857142857
301,0.3,0.01,100,0.1,True,1.0,0.16666666666666666,0.2857142857142857
302,0.3,0.01,200,0.1,True,0.0,0.0,0.0
303,0.3,0.01,300,0.1,True,0.0,0.0,0.0
304,0.5,0.01,5,0.1,True,0.0,0.0,0.0
305,0.5,0.01,10,0.1,True,0.0,0.0,0.0
306,0.5,0.01,15,0.1,True,0.0,0.0,0.0
307,0.5,0.01,20,0.1,True,0.0,0.0,0.0
308,0.5,0.01,50,0.1,True,0.0,0.0,0.0
309,0.5,0.01,100,0.1,True,0.0,0.0,0.0
310,0.5,0.01,200,0.1,True,0.0,0.0,0.0
311,0.5,0.01,300,0.1,True,0.0,0.0,0.0
312,0.7,0.01,5,0.1,True,0.0,0.0,0.0
313,0.7,0.01,10,0.1,True,0.0,0.0,0.0
314,0.7,0.01,15,0.1,True,0.0,0.0,0.0
315,0.7,0.01,20,0.1,True,0.0,0.0,0.0
316,0.7,0.01,50,0.1,True,0.0,0.0,0.0
317,0.7,0.01,100,0.1,True,0.0,0.0,0.0
318,0.7,0.01,200,0.1,True,0.0,0.0,0.0
319,0.7,0.01,300,0.1,True,0.0,0.0,0.0
320,0.9,0.01,5,0.1,True,0.0,0.0,0.0
321,0.9,0.01,10,0.1,True,0.0,0.0,0.0
322,0.9,0.01,15,0.1,True,0.0,0.0,0.0
323,0.9,0.01,20,0.1,True,0.0,0.0,0.0
324,0.9,0.01,50,0.1,True,0.0,0.0,0.0
325,0.9,0.01,100,0.1,True,0.0,0.0,0.0
326,0.9,0.01,200,0.1,True,0.0,0.0,0.0
327,0.9,0.01,300,0.1,True,0.0,0.0,0.0
328,24,0.01,5,0.1,True,0.0,0.0,0.0
329,24,0.01,10,0.1,True,0.0,0.0,0.0
330,24,0.01,15,0.1,True,0.0,0.0,0.0
331,24,0.01,20,0.1,True,0.0,0.0,0.0
332,24,0.01,50,0.1,True,0.0,0.0,0.0
333,24,0.01,100,0.1,True,0.0,0.0,0.0
334,24,0.01,200,0.1,True,0.0,0.0,0.0
335,24,0.01,300,0.1,True,0.0,0.0,0.0
336,auto,0.01,5,0.3,True,0.0,0.0,0.0
337,auto,0.01,10,0.3,True,0.0,0.0,0.0
338,auto,0.01,15,0.3,True,0.0,0.0,0.0
339,auto,0.01,20,0.3,True,0.0,0.0,0.0
340,auto,0.01,50,0.3,True,0.0,0.0,0.0
341,auto,0.01,100,0.3,True,0.0,0.0,0.0
342,auto,0.01,200,0.3,True,0.0,0.0,0.0
343,auto,0.01,300,0.3,True,0.0,0.0,0.0
344,0.1,0.01,5,0.3,True,0.0,0.0,0.0
345,0.1,0.01,10,0.3,True,0.0,0.0,0.0
346,0.1,0.01,15,0.3,True,0.0,0.0,0.0
347,0.1,0.01,20,0.3,True,0.0,0.0,0.0
348,0.1,0.01,50,0.3,True,0.0,0.0,0.0
349,0.1,0.01,100,0.3,True,0.0,0.0,0.0
350,0.1,0.01,200,0.3,True,0.0,0.0,0.0
351,0.1,0.01,300,0.3,True,0.0,0.0,0.0
352,0.3,0.01,5,0.3,True,0.0,0.0,0.0
353,0.3,0.01,10,0.3,True,0.0,0.0,0.0
354,0.3,0.01,15,0.3,True,0.0,0.0,0.0
355,0.3,0.01,20,0.3,True,0.0,0.0,0.0
356,0.3,0.01,50,0.3,True,0.0,0.0,0.0
357,0.3,0.01,100,0.3,True,1.0,0.16666666666666666,0.2857142857142857
358,0.3,0.01,200,0.3,True,0.0,0.0,0.0
359,0.3,0.01,300,0.3,True,0.0,0.0,0.0
360,0.5,0.01,5,0.3,True,0.0,0.0,0.0
361,0.5,0.01,10,0.3,True,0.0,0.0,0.0
362,0.5,0.01,15,0.3,True,0.0,0.0,0.0
363,0.5,0.01,20,0.3,True,0.0,0.0,0.0
364,0.5,0.01,50,0.3,True,0.0,0.0,0.0
365,0.5,0.01,100,0.3,True,0.0,0.0,0.0
366,0.5,0.01,200,0.3,True,0.0,0.0,0.0
367,0.5,0.01,300,0.3,True,0.0,0.0,0.0
368,0.7,0.01,5,0.3,True,0.0,0.0,0.0
369,0.7,0.01,10,0.3,True,0.0,0.0,0.0
370,0.7,0.01,15,0.3,True,0.0,0.0,0.0
371,0.7,0.01,20,0.3,True,0.0,0.0,0.0
372,0.7,0.01,50,0.3,True,0.0,0.0,0.0
373,0.7,0.01,100,0.3,True,0.0,0.0,0.0
374,0.7,0.01,200,0.3,True,0.0,0.0,0.0
375,0.7,0.01,300,0.3,True,0.0,0.0,0.0
376,0.9,0.01,5,0.3,True,0.0,0.0,0.0
377,0.9,0.01,10,0.3,True,0.0,0.0,0.0
378,0.9,0.01,15,0.3,True,0.0,0.0,0.0
