,kernel,degree,coef0,gamma,nu,precision,recall,f1
707,poly,3,0.0,0.01,0.5,0.16666666666666666,0.5,0.25
708,rbf,3,0.0,0.01,0.01,0.0,0.0,0.0
709,rbf,3,0.0,0.01,0.05,0.0,0.0,0.0
710,rbf,3,0.0,0.01,0.1,0.0,0.0,0.0
711,rbf,3,0.0,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
712,rbf,3,0.0,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
713,rbf,3,0.0,0.01,0.5,0.25,0.5,0.3333333333333333
714,sigmoid,3,0.0,0.01,0.01,0.18181818181818182,0.3333333333333333,0.23529411764705882
715,sigmoid,3,0.0,0.01,0.05,0.25,0.16666666666666666,0.2
716,sigmoid,3,0.0,0.01,0.1,0.0,0.0,0.0
717,sigmoid,3,0.0,0.01,0.2,0.2,0.16666666666666666,0.18181818181818182
718,sigmoid,3,0.0,0.01,0.25,0.5,0.3333333333333333,0.4
719,sigmoid,3,0.0,0.01,0.5,0.25,0.5,0.3333333333333333
720,linear,3,0.0,0.1,0.01,0.2,0.5,0.2857142857142857
721,linear,3,0.0,0.1,0.05,0.2857142857142857,0.6666666666666666,0.4
722,linear,3,0.0,0.1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
723,linear,3,0.0,0.1,0.2,0.125,0.3333333333333333,0.18181818181818182
724,linear,3,0.0,0.1,0.25,0.23076923076923078,0.5,0.3157894736842105
725,linear,3,0.0,0.1,0.5,0.23076923076923078,0.5,0.3157894736842105
726,poly,3,0.0,0.1,0.01,0.2857142857142857,0.6666666666666666,0.4
727,poly,3,0.0,0.1,0.05,0.1,0.16666666666666666,0.125
728,poly,3,0.0,0.1,0.1,0.25,0.5,0.3333333333333333
729,poly,3,0.0,0.1,0.2,0.35714285714285715,0.8333333333333334,0.5
730,poly,3,0.0,0.1,0.25,0.38461538461538464,0.8333333333333334,0.5263157894736842
731,poly,3,0.0,0.1,0.5,0.2777777777777778,0.8333333333333334,0.4166666666666667
732,rbf,3,0.0,0.1,0.01,0.2857142857142857,0.3333333333333333,0.3076923076923077
733,rbf,3,0.0,0.1,0.05,0.14285714285714285,0.16666666666666666,0.15384615384615385
734,rbf,3,0.0,0.1,0.1,0.0,0.0,0.0
735,rbf,3,0.0,0.1,0.2,0.3,0.5,0.375
736,rbf,3,0.0,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
737,rbf,3,0.0,0.1,0.5,0.2727272727272727,0.5,0.35294117647058826
738,sigmoid,3,0.0,0.1,0.01,1.0,0.16666666666666666,0.2857142857142857
739,sigmoid,3,0.0,0.1,0.05,1.0,0.16666666666666666,0.2857142857142857
740,sigmoid,3,0.0,0.1,0.1,1.0,0.16666666666666666,0.2857142857142857
741,sigmoid,3,0.0,0.1,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
742,sigmoid,3,0.0,0.1,0.25,0.5,0.5,0.5
743,sigmoid,3,0.0,0.1,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
744,linear,3,0.0,1,0.01,0.2,0.5,0.2857142857142857
745,linear,3,0.0,1,0.05,0.2857142857142857,0.6666666666666666,0.4
746,linear,3,0.0,1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
747,linear,3,0.0,1,0.2,0.125,0.3333333333333333,0.18181818181818182
748,linear,3,0.0,1,0.25,0.23076923076923078,0.5,0.3157894736842105
749,linear,3,0.0,1,0.5,0.23076923076923078,0.5,0.3157894736842105
750,poly,3,0.0,1,0.01,0.18181818181818182,0.3333333333333333,0.23529411764705882
751,poly,3,0.0,1,0.05,0.2727272727272727,0.5,0.35294117647058826
752,poly,3,0.0,1,0.1,0.15384615384615385,0.3333333333333333,0.21052631578947367
753,poly,3,0.0,1,0.2,0.35714285714285715,0.8333333333333334,0.5
754,poly,3,0.0,1,0.25,0.35714285714285715,0.8333333333333334,0.5
755,poly,3,0.0,1,0.5,0.17647058823529413,0.5,0.2608695652173913
756,rbf,3,0.0,1,0.01,0.21428571428571427,0.5,0.3
757,rbf,3,0.0,1,0.05,0.23076923076923078,0.5,0.3157894736842105
758,rbf,3,0.0,1,0.1,0.16666666666666666,0.3333333333333333,0.2222222222222222
759,rbf,3,0.0,1,0.2,0.3125,0.8333333333333334,0.45454545454545453
760,rbf,3,0.0,1,0.25,0.23076923076923078,0.5,0.3157894736842105
761,rbf,3,0.0,1,0.5,0.0,0.0,0.0
762,sigmoid,3,0.0,1,0.01,0.0,0.0,0.0
763,sigmoid,3,0.0,1,0.05,0.0,0.0,0.0
764,sigmoid,3,0.0,1,0.1,0.0,0.0,0.0
765,sigmoid,3,0.0,1,0.2,0.0,0.0,0.0
766,sigmoid,3,0.0,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
767,sigmoid,3,0.0,1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
768,linear,5,0.0,scale,0.01,0.2,0.5,0.2857142857142857
769,linear,5,0.0,scale,0.05,0.2857142857142857,0.6666666666666666,0.4
770,linear,5,0.0,scale,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
771,linear,5,0.0,scale,0.2,0.125,0.3333333333333333,0.18181818181818182
772,linear,5,0.0,scale,0.25,0.23076923076923078,0.5,0.3157894736842105
773,linear,5,0.0,scale,0.5,0.23076923076923078,0.5,0.3157894736842105
774,poly,5,0.0,scale,0.01,0.2727272727272727,1.0,0.42857142857142855
775,poly,5,0.0,scale,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
776,poly,5,0.0,scale,0.1,0.2222222222222222,0.6666666666666666,0.3333333333333333
777,poly,5,0.0,scale,0.2,0.2727272727272727,0.5,0.35294117647058826
778,poly,5,0.0,scale,0.25,0.3333333333333333,0.6666666666666666,0.4444444444444444
779,poly,5,0.0,scale,0.5,0.2631578947368421,0.8333333333333334,0.4
780,rbf,5,0.0,scale,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
781,rbf,5,0.0,scale,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
782,rbf,5,0.0,scale,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
783,rbf,5,0.0,scale,0.2,0.0,0.0,0.0
784,rbf,5,0.0,scale,0.25,0.3,0.5,0.375
785,rbf,5,0.0,scale,0.5,0.25,0.5,0.3333333333333333
786,sigmoid,5,0.0,scale,0.01,0.0,0.0,0.0
787,sigmoid,5,0.0,scale,0.05,0.0,0.0,0.0
788,sigmoid,5,0.0,scale,0.1,0.5,0.16666666666666666,0.25
789,sigmoid,5,0.0,scale,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
790,sigmoid,5,0.0,scale,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
791,sigmoid,5,0.0,scale,0.5,0.2857142857142857,0.6666666666666666,0.4
792,linear,5,0.0,auto,0.01,0.2,0.5,0.2857142857142857
793,linear,5,0.0,auto,0.05,0.2857142857142857,0.6666666666666666,0.4
794,linear,5,0.0,auto,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
795,linear,5,0.0,auto,0.2,0.125,0.3333333333333333,0.18181818181818182
796,linear,5,0.0,auto,0.25,0.23076923076923078,0.5,0.3157894736842105
797,linear,5,0.0,auto,0.5,0.23076923076923078,0.5,0.3157894736842105
798,poly,5,0.0,auto,0.01,0.2727272727272727,1.0,0.42857142857142855
799,poly,5,0.0,auto,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
800,poly,5,0.0,auto,0.1,0.2222222222222222,0.6666666666666666,0.3333333333333333
801,poly,5,0.0,auto,0.2,0.2727272727272727,0.5,0.35294117647058826
802,poly,5,0.0,auto,0.25,0.3333333333333333,0.6666666666666666,0.4444444444444444
803,poly,5,0.0,auto,0.5,0.2631578947368421,0.8333333333333334,0.4
804,rbf,5,0.0,auto,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
805,rbf,5,0.0,auto,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
806,rbf,5,0.0,auto,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
807,rbf,5,0.0,auto,0.2,0.0,0.0,0.0
808,rbf,5,0.0,auto,0.25,0.3,0.5,0.375
809,rbf,5,0.0,auto,0.5,0.25,0.5,0.3333333333333333
810,sigmoid,5,0.0,auto,0.01,0.0,0.0,0.0
811,sigmoid,5,0.0,auto,0.05,0.0,0.0,0.0
812,sigmoid,5,0.0,auto,0.1,0.5,0.16666666666666666,0.25
813,sigmoid,5,0.0,auto,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
814,sigmoid,5,0.0,auto,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
815,sigmoid,5,0.0,auto,0.5,0.2857142857142857,0.6666666666666666,0.4
816,linear,5,0.0,1e-06,0.01,0.2,0.5,0.2857142857142857
817,linear,5,0.0,1e-06,0.05,0.2857142857142857,0.6666666666666666,0.4
818,linear,5,0.0,1e-06,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
819,linear,5,0.0,1e-06,0.2,0.125,0.3333333333333333,0.18181818181818182
820,linear,5,0.0,1e-06,0.25,0.23076923076923078,0.5,0.3157894736842105
821,linear,5,0.0,1e-06,0.5,0.23076923076923078,0.5,0.3157894736842105
822,poly,5,0.0,1e-06,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
823,poly,5,0.0,1e-06,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
824,poly,5,0.0,1e-06,0.1,0.3,1.0,0.46153846153846156
825,poly,5,0.0,1e-06,0.2,0.42857142857142855,1.0,0.6
826,poly,5,0.0,1e-06,0.25,0.21739130434782608,0.8333333333333334,0.3448275862068966
827,poly,5,0.0,1e-06,0.5,0.2608695652173913,1.0,0.41379310344827586
828,rbf,5,0.0,1e-06,0.01,0.25,1.0,0.4
829,rbf,5,0.0,1e-06,0.05,0.21739130434782608,0.8333333333333334,0.3448275862068966
830,rbf,5,0.0,1e-06,0.1,0.3125,0.8333333333333334,0.45454545454545453
831,rbf,5,0.0,1e-06,0.2,0.29411764705882354,0.8333333333333334,0.43478260869565216
832,rbf,5,0.0,1e-06,0.25,0.0,0.0,0.0
833,rbf,5,0.0,1e-06,0.5,0.0,0.0,0.0
834,sigmoid,5,0.0,1e-06,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
835,sigmoid,5,0.0,1e-06,0.05,0.3076923076923077,0.6666666666666666,0.42105263157894735
836,sigmoid,5,0.0,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
837,sigmoid,5,0.0,1e-06,0.2,0.35714285714285715,0.8333333333333334,0.5
838,sigmoid,5,0.0,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
839,sigmoid,5,0.0,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
840,linear,5,0.0,0.0001,0.01,0.2,0.5,0.2857142857142857
841,linear,5,0.0,0.0001,0.05,0.2857142857142857,0.6666666666666666,0.4
842,linear,5,0.0,0.0001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
843,linear,5,0.0,0.0001,0.2,0.125,0.3333333333333333,0.18181818181818182
844,linear,5,0.0,0.0001,0.25,0.23076923076923078,0.5,0.3157894736842105
845,linear,5,0.0,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
846,poly,5,0.0,0.0001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
847,poly,5,0.0,0.0001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
848,poly,5,0.0,0.0001,0.1,0.3,1.0,0.46153846153846156
849,poly,5,0.0,0.0001,0.2,0.42857142857142855,1.0,0.6
850,poly,5,0.0,0.0001,0.25,0.21739130434782608,0.8333333333333334,0.3448275862068966
851,poly,5,0.0,0.0001,0.5,0.2608695652173913,1.0,0.41379310344827586
852,rbf,5,0.0,0.0001,0.01,0.0,0.0,0.0
853,rbf,5,0.0,0.0001,0.05,0.0,0.0,0.0
854,rbf,5,0.0,0.0001,0.1,0.2,0.16666666666666666,0.18181818181818182
855,rbf,5,0.0,0.0001,0.2,0.4,0.3333333333333333,0.36363636363636365
856,rbf,5,0.0,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
857,rbf,5,0.0,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
858,sigmoid,5,0.0,0.0001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
859,sigmoid,5,0.0,0.0001,0.05,0.3076923076923077,0.6666666666666666,0.42105263157894735
860,sigmoid,5,0.0,0.0001,0.1,0.2857142857142857,1.0,0.4444444444444444
861,sigmoid,5,0.0,0.0001,0.2,0.3125,0.8333333333333334,0.45454545454545453
862,sigmoid,5,0.0,0.0001,0.25,0.22727272727272727,0.8333333333333334,0.35714285714285715
863,sigmoid,5,0.0,0.0001,0.5,0.0,0.0,0.0
864,linear,5,0.0,0.001,0.01,0.2,0.5,0.2857142857142857
865,linear,5,0.0,0.001,0.05,0.2857142857142857,0.6666666666666666,0.4
866,linear,5,0.0,0.001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
867,linear,5,0.0,0.001,0.2,0.125,0.3333333333333333,0.18181818181818182
868,linear,5,0.0,0.001,0.25,0.23076923076923078,0.5,0.3157894736842105
869,linear,5,0.0,0.001,0.5,0.23076923076923078,0.5,0.3157894736842105
870,poly,5,0.0,0.001,0.01,0.2608695652173913,1.0,0.41379310344827586
871,poly,5,0.0,0.001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
872,poly,5,0.0,0.001,0.1,0.3,1.0,0.46153846153846156
873,poly,5,0.0,0.001,0.2,0.4,1.0,0.5714285714285714
874,poly,5,0.0,0.001,0.25,0.21739130434782608,0.8333333333333334,0.3448275862068966
875,poly,5,0.0,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
876,rbf,5,0.0,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
877,rbf,5,0.0,0.001,0.05,0.0,0.0,0.0
878,rbf,5,0.0,0.001,0.1,0.0,0.0,0.0
879,rbf,5,0.0,0.001,0.2,0.0,0.0,0.0
880,rbf,5,0.0,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
881,rbf,5,0.0,0.001,0.5,0.2857142857142857,0.6666666666666666,0.4
882,sigmoid,5,0.0,0.001,0.01,0.38461538461538464,0.8333333333333334,0.5263157894736842
883,sigmoid,5,0.0,0.001,0.05,0.375,1.0,0.5454545454545454
884,sigmoid,5,0.0,0.001,0.1,0.3333333333333333,0.8333333333333334,0.47619047619047616
885,sigmoid,5,0.0,0.001,0.2,0.25,0.6666666666666666,0.36363636363636365
886,sigmoid,5,0.0,0.001,0.25,0.2857142857142857,0.6666666666666666,0.4
887,sigmoid,5,0.0,0.001,0.5,0.13333333333333333,0.3333333333333333,0.19047619047619047
888,linear,5,0.0,0.01,0.01,0.2,0.5,0.2857142857142857
889,linear,5,0.0,0.01,0.05,0.2857142857142857,0.6666666666666666,0.4
890,linear,5,0.0,0.01,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
891,linear,5,0.0,0.01,0.2,0.125,0.3333333333333333,0.18181818181818182
892,linear,5,0.0,0.01,0.25,0.23076923076923078,0.5,0.3157894736842105
893,linear,5,0.0,0.01,0.5,0.23076923076923078,0.5,0.3157894736842105
894,poly,5,0.0,0.01,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
895,poly,5,0.0,0.01,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
896,poly,5,0.0,0.01,0.1,0.3,1.0,0.46153846153846156
897,poly,5,0.0,0.01,0.2,0.42857142857142855,1.0,0.6
898,poly,5,0.0,0.01,0.25,0.2727272727272727,1.0,0.42857142857142855
899,poly,5,0.0,0.01,0.5,0.2631578947368421,0.8333333333333334,0.4
900,rbf,5,0.0,0.01,0.01,0.0,0.0,0.0
901,rbf,5,0.0,0.01,0.05,0.0,0.0,0.0
902,rbf,5,0.0,0.01,0.1,0.0,0.0,0.0
903,rbf,5,0.0,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
904,rbf,5,0.0,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
905,rbf,5,0.0,0.01,0.5,0.25,0.5,0.3333333333333333
906,sigmoid,5,0.0,0.01,0.01,0.18181818181818182,0.3333333333333333,0.23529411764705882
907,sigmoid,5,0.0,0.01,0.05,0.25,0.16666666666666666,0.2
908,sigmoid,5,0.0,0.01,0.1,0.0,0.0,0.0
909,sigmoid,5,0.0,0.01,0.2,0.2,0.16666666666666666,0.18181818181818182
910,sigmoid,5,0.0,0.01,0.25,0.5,0.3333333333333333,0.4
911,sigmoid,5,0.0,0.01,0.5,0.25,0.5,0.3333333333333333
912,linear,5,0.0,0.1,0.01,0.2,0.5,0.2857142857142857
913,linear,5,0.0,0.1,0.05,0.2857142857142857,0.6666666666666666,0.4
914,linear,5,0.0,0.1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
915,linear,5,0.0,0.1,0.2,0.125,0.3333333333333333,0.18181818181818182
916,linear,5,0.0,0.1,0.25,0.23076923076923078,0.5,0.3157894736842105
917,linear,5,0.0,0.1,0.5,0.23076923076923078,0.5,0.3157894736842105
918,poly,5,0.0,0.1,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
919,poly,5,0.0,0.1,0.05,0.0,0.0,0.0
920,poly,5,0.0,0.1,0.1,0.2857142857142857,0.6666666666666666,0.4
921,poly,5,0.0,0.1,0.2,0.3333333333333333,0.6666666666666666,0.4444444444444444
922,poly,5,0.0,0.1,0.25,0.42857142857142855,1.0,0.6
923,poly,5,0.0,0.1,0.5,0.2631578947368421,0.8333333333333334,0.4
924,rbf,5,0.0,0.1,0.01,0.2857142857142857,0.3333333333333333,0.3076923076923077
925,rbf,5,0.0,0.1,0.05,0.14285714285714285,0.16666666666666666,0.15384615384615385
926,rbf,5,0.0,0.1,0.1,0.0,0.0,0.0
927,rbf,5,0.0,0.1,0.2,0.3,0.5,0.375
928,rbf,5,0.0,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
929,rbf,5,0.0,0.1,0.5,0.2727272727272727,0.5,0.35294117647058826
930,sigmoid,5,0.0,0.1,0.01,1.0,0.16666666666666666,0.2857142857142857
931,sigmoid,5,0.0,0.1,0.05,1.0,0.16666666666666666,0.2857142857142857
932,sigmoid,5,0.0,0.1,0.1,1.0,0.16666666666666666,0.2857142857142857
933,sigmoid,5,0.0,0.1,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
934,sigmoid,5,0.0,0.1,0.25,0.5,0.5,0.5
935,sigmoid,5,0.0,0.1,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
936,linear,5,0.0,1,0.01,0.2,0.5,0.2857142857142857
937,linear,5,0.0,1,0.05,0.2857142857142857,0.6666666666666666,0.4
938,linear,5,0.0,1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
939,linear,5,0.0,1,0.2,0.125,0.3333333333333333,0.18181818181818182
940,linear,5,0.0,1,0.25,0.23076923076923078,0.5,0.3157894736842105
941,linear,5,0.0,1,0.5,0.23076923076923078,0.5,0.3157894736842105
942,poly,5,0.0,1,0.01,0.4,0.6666666666666666,0.5
943,poly,5,0.0,1,0.05,0.4,0.6666666666666666,0.5
944,poly,5,0.0,1,0.1,0.2727272727272727,0.5,0.35294117647058826
945,poly,5,0.0,1,0.2,0.3076923076923077,0.6666666666666666,0.42105263157894735
946,poly,5,0.0,1,0.25,0.23076923076923078,0.5,0.3157894736842105
947,poly,5,0.0,1,0.5,0.11764705882352941,0.3333333333333333,0.17391304347826086
948,rbf,5,0.0,1,0.01,0.21428571428571427,0.5,0.3
949,rbf,5,0.0,1,0.05,0.23076923076923078,0.5,0.3157894736842105
950,rbf,5,0.0,1,0.1,0.16666666666666666,0.3333333333333333,0.2222222222222222
951,rbf,5,0.0,1,0.2,0.3125,0.8333333333333334,0.45454545454545453
952,rbf,5,0.0,1,0.25,0.23076923076923078,0.5,0.3157894736842105
953,rbf,5,0.0,1,0.5,0.0,0.0,0.0
954,sigmoid,5,0.0,1,0.01,0.0,0.0,0.0
955,sigmoid,5,0.0,1,0.05,0.0,0.0,0.0
956,sigmoid,5,0.0,1,0.1,0.0,0.0,0.0
957,sigmoid,5,0.0,1,0.2,0.0,0.0,0.0
958,sigmoid,5,0.0,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
959,sigmoid,5,0.0,1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
960,linear,10,0.0,scale,0.01,0.2,0.5,0.2857142857142857
961,linear,10,0.0,scale,0.05,0.2857142857142857,0.6666666666666666,0.4
962,linear,10,0.0,scale,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
963,linear,10,0.0,scale,0.2,0.125,0.3333333333333333,0.18181818181818182
964,linear,10,0.0,scale,0.25,0.23076923076923078,0.5,0.3157894736842105
965,linear,10,0.0,scale,0.5,0.23076923076923078,0.5,0.3157894736842105
966,poly,10,0.0,scale,0.01,0.2,0.6666666666666666,0.3076923076923077
967,poly,10,0.0,scale,0.05,0.4,0.3333333333333333,0.36363636363636365
968,poly,10,0.0,scale,0.1,0.25,0.6666666666666666,0.36363636363636365
969,poly,10,0.0,scale,0.2,0.23076923076923078,0.5,0.3157894736842105
970,poly,10,0.0,scale,0.25,0.25,0.5,0.3333333333333333
971,poly,10,0.0,scale,0.5,0.26666666666666666,0.6666666666666666,0.38095238095238093
972,rbf,10,0.0,scale,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
973,rbf,10,0.0,scale,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
974,rbf,10,0.0,scale,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
975,rbf,10,0.0,scale,0.2,0.0,0.0,0.0
976,rbf,10,0.0,scale,0.25,0.3,0.5,0.375
977,rbf,10,0.0,scale,0.5,0.25,0.5,0.3333333333333333
978,sigmoid,10,0.0,scale,0.01,0.0,0.0,0.0
979,sigmoid,10,0.0,scale,0.05,0.0,0.0,0.0
980,sigmoid,10,0.0,scale,0.1,0.5,0.16666666666666666,0.25
981,sigmoid,10,0.0,scale,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
982,sigmoid,10,0.0,scale,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
983,sigmoid,10,0.0,scale,0.5,0.2857142857142857,0.6666666666666666,0.4
984,linear,10,0.0,auto,0.01,0.2,0.5,0.2857142857142857
985,linear,10,0.0,auto,0.05,0.2857142857142857,0.6666666666666666,0.4
986,linear,10,0.0,auto,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
987,linear,10,0.0,auto,0.2,0.125,0.3333333333333333,0.18181818181818182
988,linear,10,0.0,auto,0.25,0.23076923076923078,0.5,0.3157894736842105
989,linear,10,0.0,auto,0.5,0.23076923076923078,0.5,0.3157894736842105
990,poly,10,0.0,auto,0.01,0.2,0.6666666666666666,0.3076923076923077
991,poly,10,0.0,auto,0.05,0.4,0.3333333333333333,0.36363636363636365
992,poly,10,0.0,auto,0.1,0.25,0.6666666666666666,0.36363636363636365
993,poly,10,0.0,auto,0.2,0.23076923076923078,0.5,0.3157894736842105
994,poly,10,0.0,auto,0.25,0.25,0.5,0.3333333333333333
995,poly,10,0.0,auto,0.5,0.26666666666666666,0.6666666666666666,0.38095238095238093
996,rbf,10,0.0,auto,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
997,rbf,10,0.0,auto,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
998,rbf,10,0.0,auto,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
999,rbf,10,0.0,auto,0.2,0.0,0.0,0.0
1000,rbf,10,0.0,auto,0.25,0.3,0.5,0.375
1001,rbf,10,0.0,auto,0.5,0.25,0.5,0.3333333333333333
1002,sigmoid,10,0.0,auto,0.01,0.0,0.0,0.0
1003,sigmoid,10,0.0,auto,0.05,0.0,0.0,0.0
1004,sigmoid,10,0.0,auto,0.1,0.5,0.16666666666666666,0.25
1005,sigmoid,10,0.0,auto,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1006,sigmoid,10,0.0,auto,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
1007,sigmoid,10,0.0,auto,0.5,0.2857142857142857,0.6666666666666666,0.4
1008,linear,10,0.0,1e-06,0.01,0.2,0.5,0.2857142857142857
1009,linear,10,0.0,1e-06,0.05,0.2857142857142857,0.6666666666666666,0.4
1010,linear,10,0.0,1e-06,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
1011,linear,10,0.0,1e-06,0.2,0.125,0.3333333333333333,0.18181818181818182
1012,linear,10,0.0,1e-06,0.25,0.23076923076923078,0.5,0.3157894736842105
1013,linear,10,0.0,1e-06,0.5,0.23076923076923078,0.5,0.3157894736842105
1014,poly,10,0.0,1e-06,0.01,0.0,0.0,0.0
1015,poly,10,0.0,1e-06,0.05,0.0,0.0,0.0
1016,poly,10,0.0,1e-06,0.1,0.0,0.0,0.0
1017,poly,10,0.0,1e-06,0.2,0.0,0.0,0.0
1018,poly,10,0.0,1e-06,0.25,0.21739130434782608,0.8333333333333334,0.3448275862068966
1019,poly,10,0.0,1e-06,0.5,0.2608695652173913,1.0,0.41379310344827586
1020,rbf,10,0.0,1e-06,0.01,0.25,1.0,0.4
1021,rbf,10,0.0,1e-06,0.05,0.21739130434782608,0.8333333333333334,0.3448275862068966
1022,rbf,10,0.0,1e-06,0.1,0.3125,0.8333333333333334,0.45454545454545453
1023,rbf,10,0.0,1e-06,0.2,0.29411764705882354,0.8333333333333334,0.43478260869565216
1024,rbf,10,0.0,1e-06,0.25,0.0,0.0,0.0
1025,rbf,10,0.0,1e-06,0.5,0.0,0.0,0.0
1026,sigmoid,10,0.0,1e-06,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
1027,sigmoid,10,0.0,1e-06,0.05,0.3076923076923077,0.6666666666666666,0.42105263157894735
1028,sigmoid,10,0.0,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
1029,sigmoid,10,0.0,1e-06,0.2,0.35714285714285715,0.8333333333333334,0.5
1030,sigmoid,10,0.0,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
1031,sigmoid,10,0.0,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
1032,linear,10,0.0,0.0001,0.01,0.2,0.5,0.2857142857142857
1033,linear,10,0.0,0.0001,0.05,0.2857142857142857,0.6666666666666666,0.4
1034,linear,10,0.0,0.0001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
1035,linear,10,0.0,0.0001,0.2,0.125,0.3333333333333333,0.18181818181818182
1036,linear,10,0.0,0.0001,0.25,0.23076923076923078,0.5,0.3157894736842105
1037,linear,10,0.0,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
1038,poly,10,0.0,0.0001,0.01,0.15789473684210525,0.5,0.24
1039,poly,10,0.0,0.0001,0.05,0.4,0.3333333333333333,0.36363636363636365
1040,poly,10,0.0,0.0001,0.1,0.25,0.6666666666666666,0.36363636363636365
1041,poly,10,0.0,0.0001,0.2,0.3333333333333333,0.16666666666666666,0.2222222222222222
1042,poly,10,0.0,0.0001,0.25,0.21739130434782608,0.8333333333333334,0.3448275862068966
1043,poly,10,0.0,0.0001,0.5,0.2608695652173913,1.0,0.41379310344827586
1044,rbf,10,0.0,0.0001,0.01,0.0,0.0,0.0
1045,rbf,10,0.0,0.0001,0.05,0.0,0.0,0.0
1046,rbf,10,0.0,0.0001,0.1,0.2,0.16666666666666666,0.18181818181818182
1047,rbf,10,0.0,0.0001,0.2,0.4,0.3333333333333333,0.36363636363636365
