,kernel,degree,coef0,gamma,nu,precision,recall,f1
7335,rbf,2,0.03,auto,0.2,0.0,0.0,0.0
7336,rbf,2,0.03,auto,0.25,0.3,0.5,0.375
7337,rbf,2,0.03,auto,0.5,0.25,0.5,0.3333333333333333
7338,sigmoid,2,0.03,auto,0.01,0.0,0.0,0.0
7339,sigmoid,2,0.03,auto,0.05,0.5,0.16666666666666666,0.25
7340,sigmoid,2,0.03,auto,0.1,0.0,0.0,0.0
7341,sigmoid,2,0.03,auto,0.2,0.4,0.3333333333333333,0.36363636363636365
7342,sigmoid,2,0.03,auto,0.25,0.5,0.5,0.5
7343,sigmoid,2,0.03,auto,0.5,0.2727272727272727,0.5,0.35294117647058826
7344,linear,2,0.03,1e-06,0.01,0.2,0.5,0.2857142857142857
7345,linear,2,0.03,1e-06,0.05,0.2857142857142857,0.6666666666666666,0.4
7346,linear,2,0.03,1e-06,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7347,linear,2,0.03,1e-06,0.2,0.125,0.3333333333333333,0.18181818181818182
7348,linear,2,0.03,1e-06,0.25,0.23076923076923078,0.5,0.3157894736842105
7349,linear,2,0.03,1e-06,0.5,0.23076923076923078,0.5,0.3157894736842105
7350,poly,2,0.03,1e-06,0.01,0.2608695652173913,1.0,0.41379310344827586
7351,poly,2,0.03,1e-06,0.05,0.3076923076923077,0.6666666666666666,0.42105263157894735
7352,poly,2,0.03,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
7353,poly,2,0.03,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
7354,poly,2,0.03,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
7355,poly,2,0.03,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
7356,rbf,2,0.03,1e-06,0.01,0.25,1.0,0.4
7357,rbf,2,0.03,1e-06,0.05,0.21739130434782608,0.8333333333333334,0.3448275862068966
7358,rbf,2,0.03,1e-06,0.1,0.3125,0.8333333333333334,0.45454545454545453
7359,rbf,2,0.03,1e-06,0.2,0.29411764705882354,0.8333333333333334,0.43478260869565216
7360,rbf,2,0.03,1e-06,0.25,0.0,0.0,0.0
7361,rbf,2,0.03,1e-06,0.5,0.0,0.0,0.0
7362,sigmoid,2,0.03,1e-06,0.01,0.2608695652173913,1.0,0.41379310344827586
7363,sigmoid,2,0.03,1e-06,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7364,sigmoid,2,0.03,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
7365,sigmoid,2,0.03,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
7366,sigmoid,2,0.03,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
7367,sigmoid,2,0.03,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
7368,linear,2,0.03,0.0001,0.01,0.2,0.5,0.2857142857142857
7369,linear,2,0.03,0.0001,0.05,0.2857142857142857,0.6666666666666666,0.4
7370,linear,2,0.03,0.0001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7371,linear,2,0.03,0.0001,0.2,0.125,0.3333333333333333,0.18181818181818182
7372,linear,2,0.03,0.0001,0.25,0.23076923076923078,0.5,0.3157894736842105
7373,linear,2,0.03,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
7374,poly,2,0.03,0.0001,0.01,0.2608695652173913,1.0,0.41379310344827586
7375,poly,2,0.03,0.0001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7376,poly,2,0.03,0.0001,0.1,0.2608695652173913,1.0,0.41379310344827586
7377,poly,2,0.03,0.0001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
7378,poly,2,0.03,0.0001,0.25,0.3076923076923077,0.6666666666666666,0.42105263157894735
7379,poly,2,0.03,0.0001,0.5,0.15789473684210525,0.5,0.24
7380,rbf,2,0.03,0.0001,0.01,0.0,0.0,0.0
7381,rbf,2,0.03,0.0001,0.05,0.0,0.0,0.0
7382,rbf,2,0.03,0.0001,0.1,0.2,0.16666666666666666,0.18181818181818182
7383,rbf,2,0.03,0.0001,0.2,0.4,0.3333333333333333,0.36363636363636365
7384,rbf,2,0.03,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7385,rbf,2,0.03,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
7386,sigmoid,2,0.03,0.0001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7387,sigmoid,2,0.03,0.0001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7388,sigmoid,2,0.03,0.0001,0.1,0.2608695652173913,1.0,0.41379310344827586
7389,sigmoid,2,0.03,0.0001,0.2,0.3125,0.8333333333333334,0.45454545454545453
7390,sigmoid,2,0.03,0.0001,0.25,0.22727272727272727,0.8333333333333334,0.35714285714285715
7391,sigmoid,2,0.03,0.0001,0.5,0.0,0.0,0.0
7392,linear,2,0.03,0.001,0.01,0.2,0.5,0.2857142857142857
7393,linear,2,0.03,0.001,0.05,0.2857142857142857,0.6666666666666666,0.4
7394,linear,2,0.03,0.001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7395,linear,2,0.03,0.001,0.2,0.125,0.3333333333333333,0.18181818181818182
7396,linear,2,0.03,0.001,0.25,0.23076923076923078,0.5,0.3157894736842105
7397,linear,2,0.03,0.001,0.5,0.23076923076923078,0.5,0.3157894736842105
7398,poly,2,0.03,0.001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7399,poly,2,0.03,0.001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7400,poly,2,0.03,0.001,0.1,0.2727272727272727,1.0,0.42857142857142855
7401,poly,2,0.03,0.001,0.2,0.23076923076923078,0.5,0.3157894736842105
7402,poly,2,0.03,0.001,0.25,0.2857142857142857,0.6666666666666666,0.4
7403,poly,2,0.03,0.001,0.5,0.4,1.0,0.5714285714285714
7404,rbf,2,0.03,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
7405,rbf,2,0.03,0.001,0.05,0.0,0.0,0.0
7406,rbf,2,0.03,0.001,0.1,0.0,0.0,0.0
7407,rbf,2,0.03,0.001,0.2,0.0,0.0,0.0
7408,rbf,2,0.03,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7409,rbf,2,0.03,0.001,0.5,0.2857142857142857,0.6666666666666666,0.4
7410,sigmoid,2,0.03,0.001,0.01,0.38461538461538464,0.8333333333333334,0.5263157894736842
7411,sigmoid,2,0.03,0.001,0.05,0.375,1.0,0.5454545454545454
7412,sigmoid,2,0.03,0.001,0.1,0.5,0.8333333333333334,0.625
7413,sigmoid,2,0.03,0.001,0.2,0.35714285714285715,0.8333333333333334,0.5
7414,sigmoid,2,0.03,0.001,0.25,0.2857142857142857,0.6666666666666666,0.4
7415,sigmoid,2,0.03,0.001,0.5,0.2,0.5,0.2857142857142857
7416,linear,2,0.03,0.01,0.01,0.2,0.5,0.2857142857142857
7417,linear,2,0.03,0.01,0.05,0.2857142857142857,0.6666666666666666,0.4
7418,linear,2,0.03,0.01,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7419,linear,2,0.03,0.01,0.2,0.125,0.3333333333333333,0.18181818181818182
7420,linear,2,0.03,0.01,0.25,0.23076923076923078,0.5,0.3157894736842105
7421,linear,2,0.03,0.01,0.5,0.23076923076923078,0.5,0.3157894736842105
7422,poly,2,0.03,0.01,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7423,poly,2,0.03,0.01,0.05,0.0,0.0,0.0
7424,poly,2,0.03,0.01,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
7425,poly,2,0.03,0.01,0.2,0.14285714285714285,0.16666666666666666,0.15384615384615385
7426,poly,2,0.03,0.01,0.25,0.2222222222222222,0.3333333333333333,0.26666666666666666
7427,poly,2,0.03,0.01,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
7428,rbf,2,0.03,0.01,0.01,0.0,0.0,0.0
7429,rbf,2,0.03,0.01,0.05,0.0,0.0,0.0
7430,rbf,2,0.03,0.01,0.1,0.0,0.0,0.0
7431,rbf,2,0.03,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
7432,rbf,2,0.03,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7433,rbf,2,0.03,0.01,0.5,0.25,0.5,0.3333333333333333
7434,sigmoid,2,0.03,0.01,0.01,0.07692307692307693,0.16666666666666666,0.10526315789473684
7435,sigmoid,2,0.03,0.01,0.05,0.4,0.3333333333333333,0.36363636363636365
7436,sigmoid,2,0.03,0.01,0.1,0.25,0.16666666666666666,0.2
7437,sigmoid,2,0.03,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
7438,sigmoid,2,0.03,0.01,0.25,0.5,0.5,0.5
7439,sigmoid,2,0.03,0.01,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
7440,linear,2,0.03,0.1,0.01,0.2,0.5,0.2857142857142857
7441,linear,2,0.03,0.1,0.05,0.2857142857142857,0.6666666666666666,0.4
7442,linear,2,0.03,0.1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7443,linear,2,0.03,0.1,0.2,0.125,0.3333333333333333,0.18181818181818182
7444,linear,2,0.03,0.1,0.25,0.23076923076923078,0.5,0.3157894736842105
7445,linear,2,0.03,0.1,0.5,0.23076923076923078,0.5,0.3157894736842105
7446,poly,2,0.03,0.1,0.01,0.16666666666666666,0.16666666666666666,0.16666666666666666
7447,poly,2,0.03,0.1,0.05,0.25,0.16666666666666666,0.2
7448,poly,2,0.03,0.1,0.1,0.25,0.16666666666666666,0.2
7449,poly,2,0.03,0.1,0.2,0.14285714285714285,0.16666666666666666,0.15384615384615385
7450,poly,2,0.03,0.1,0.25,0.125,0.16666666666666666,0.14285714285714285
7451,poly,2,0.03,0.1,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
7452,rbf,2,0.03,0.1,0.01,0.2857142857142857,0.3333333333333333,0.3076923076923077
7453,rbf,2,0.03,0.1,0.05,0.14285714285714285,0.16666666666666666,0.15384615384615385
7454,rbf,2,0.03,0.1,0.1,0.0,0.0,0.0
7455,rbf,2,0.03,0.1,0.2,0.3,0.5,0.375
7456,rbf,2,0.03,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
7457,rbf,2,0.03,0.1,0.5,0.2727272727272727,0.5,0.35294117647058826
7458,sigmoid,2,0.03,0.1,0.01,1.0,0.16666666666666666,0.2857142857142857
7459,sigmoid,2,0.03,0.1,0.05,1.0,0.16666666666666666,0.2857142857142857
7460,sigmoid,2,0.03,0.1,0.1,1.0,0.16666666666666666,0.2857142857142857
7461,sigmoid,2,0.03,0.1,0.2,0.4,0.3333333333333333,0.36363636363636365
7462,sigmoid,2,0.03,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
7463,sigmoid,2,0.03,0.1,0.5,0.3076923076923077,0.6666666666666666,0.42105263157894735
7464,linear,2,0.03,1,0.01,0.2,0.5,0.2857142857142857
7465,linear,2,0.03,1,0.05,0.2857142857142857,0.6666666666666666,0.4
7466,linear,2,0.03,1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7467,linear,2,0.03,1,0.2,0.125,0.3333333333333333,0.18181818181818182
7468,linear,2,0.03,1,0.25,0.23076923076923078,0.5,0.3157894736842105
7469,linear,2,0.03,1,0.5,0.23076923076923078,0.5,0.3157894736842105
7470,poly,2,0.03,1,0.01,0.5,0.16666666666666666,0.25
7471,poly,2,0.03,1,0.05,0.3333333333333333,0.16666666666666666,0.2222222222222222
7472,poly,2,0.03,1,0.1,0.25,0.16666666666666666,0.2
7473,poly,2,0.03,1,0.2,0.2,0.16666666666666666,0.18181818181818182
7474,poly,2,0.03,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
7475,poly,2,0.03,1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
7476,rbf,2,0.03,1,0.01,0.21428571428571427,0.5,0.3
7477,rbf,2,0.03,1,0.05,0.23076923076923078,0.5,0.3157894736842105
7478,rbf,2,0.03,1,0.1,0.16666666666666666,0.3333333333333333,0.2222222222222222
7479,rbf,2,0.03,1,0.2,0.3125,0.8333333333333334,0.45454545454545453
7480,rbf,2,0.03,1,0.25,0.23076923076923078,0.5,0.3157894736842105
7481,rbf,2,0.03,1,0.5,0.0,0.0,0.0
7482,sigmoid,2,0.03,1,0.01,0.0,0.0,0.0
7483,sigmoid,2,0.03,1,0.05,0.0,0.0,0.0
7484,sigmoid,2,0.03,1,0.1,0.0,0.0,0.0
7485,sigmoid,2,0.03,1,0.2,0.0,0.0,0.0
7486,sigmoid,2,0.03,1,0.25,0.2,0.16666666666666666,0.18181818181818182
7487,sigmoid,2,0.03,1,0.5,0.23076923076923078,0.5,0.3157894736842105
7488,linear,3,0.03,scale,0.01,0.2,0.5,0.2857142857142857
7489,linear,3,0.03,scale,0.05,0.2857142857142857,0.6666666666666666,0.4
7490,linear,3,0.03,scale,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7491,linear,3,0.03,scale,0.2,0.125,0.3333333333333333,0.18181818181818182
7492,linear,3,0.03,scale,0.25,0.23076923076923078,0.5,0.3157894736842105
7493,linear,3,0.03,scale,0.5,0.23076923076923078,0.5,0.3157894736842105
7494,poly,3,0.03,scale,0.01,0.25,0.5,0.3333333333333333
7495,poly,3,0.03,scale,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7496,poly,3,0.03,scale,0.1,0.3,0.5,0.375
7497,poly,3,0.03,scale,0.2,0.2727272727272727,0.5,0.35294117647058826
7498,poly,3,0.03,scale,0.25,0.25,0.5,0.3333333333333333
7499,poly,3,0.03,scale,0.5,0.2222222222222222,0.6666666666666666,0.3333333333333333
7500,rbf,3,0.03,scale,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
7501,rbf,3,0.03,scale,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
7502,rbf,3,0.03,scale,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
7503,rbf,3,0.03,scale,0.2,0.0,0.0,0.0
7504,rbf,3,0.03,scale,0.25,0.3,0.5,0.375
7505,rbf,3,0.03,scale,0.5,0.25,0.5,0.3333333333333333
7506,sigmoid,3,0.03,scale,0.01,0.0,0.0,0.0
7507,sigmoid,3,0.03,scale,0.05,0.5,0.16666666666666666,0.25
7508,sigmoid,3,0.03,scale,0.1,0.0,0.0,0.0
7509,sigmoid,3,0.03,scale,0.2,0.4,0.3333333333333333,0.36363636363636365
7510,sigmoid,3,0.03,scale,0.25,0.5,0.5,0.5
7511,sigmoid,3,0.03,scale,0.5,0.2727272727272727,0.5,0.35294117647058826
7512,linear,3,0.03,auto,0.01,0.2,0.5,0.2857142857142857
7513,linear,3,0.03,auto,0.05,0.2857142857142857,0.6666666666666666,0.4
7514,linear,3,0.03,auto,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7515,linear,3,0.03,auto,0.2,0.125,0.3333333333333333,0.18181818181818182
7516,linear,3,0.03,auto,0.25,0.23076923076923078,0.5,0.3157894736842105
7517,linear,3,0.03,auto,0.5,0.23076923076923078,0.5,0.3157894736842105
7518,poly,3,0.03,auto,0.01,0.25,0.5,0.3333333333333333
7519,poly,3,0.03,auto,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7520,poly,3,0.03,auto,0.1,0.3,0.5,0.375
7521,poly,3,0.03,auto,0.2,0.2727272727272727,0.5,0.35294117647058826
7522,poly,3,0.03,auto,0.25,0.25,0.5,0.3333333333333333
7523,poly,3,0.03,auto,0.5,0.2222222222222222,0.6666666666666666,0.3333333333333333
7524,rbf,3,0.03,auto,0.01,0.4444444444444444,0.6666666666666666,0.5333333333333333
7525,rbf,3,0.03,auto,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
7526,rbf,3,0.03,auto,0.1,0.2222222222222222,0.3333333333333333,0.26666666666666666
7527,rbf,3,0.03,auto,0.2,0.0,0.0,0.0
7528,rbf,3,0.03,auto,0.25,0.3,0.5,0.375
7529,rbf,3,0.03,auto,0.5,0.25,0.5,0.3333333333333333
7530,sigmoid,3,0.03,auto,0.01,0.0,0.0,0.0
7531,sigmoid,3,0.03,auto,0.05,0.5,0.16666666666666666,0.25
7532,sigmoid,3,0.03,auto,0.1,0.0,0.0,0.0
7533,sigmoid,3,0.03,auto,0.2,0.4,0.3333333333333333,0.36363636363636365
7534,sigmoid,3,0.03,auto,0.25,0.5,0.5,0.5
7535,sigmoid,3,0.03,auto,0.5,0.2727272727272727,0.5,0.35294117647058826
7536,linear,3,0.03,1e-06,0.01,0.2,0.5,0.2857142857142857
7537,linear,3,0.03,1e-06,0.05,0.2857142857142857,0.6666666666666666,0.4
7538,linear,3,0.03,1e-06,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7539,linear,3,0.03,1e-06,0.2,0.125,0.3333333333333333,0.18181818181818182
7540,linear,3,0.03,1e-06,0.25,0.23076923076923078,0.5,0.3157894736842105
7541,linear,3,0.03,1e-06,0.5,0.23076923076923078,0.5,0.3157894736842105
7542,poly,3,0.03,1e-06,0.01,0.2608695652173913,1.0,0.41379310344827586
7543,poly,3,0.03,1e-06,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7544,poly,3,0.03,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
7545,poly,3,0.03,1e-06,0.2,0.35714285714285715,0.8333333333333334,0.5
7546,poly,3,0.03,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
7547,poly,3,0.03,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
7548,rbf,3,0.03,1e-06,0.01,0.25,1.0,0.4
7549,rbf,3,0.03,1e-06,0.05,0.21739130434782608,0.8333333333333334,0.3448275862068966
7550,rbf,3,0.03,1e-06,0.1,0.3125,0.8333333333333334,0.45454545454545453
7551,rbf,3,0.03,1e-06,0.2,0.29411764705882354,0.8333333333333334,0.43478260869565216
7552,rbf,3,0.03,1e-06,0.25,0.0,0.0,0.0
7553,rbf,3,0.03,1e-06,0.5,0.0,0.0,0.0
7554,sigmoid,3,0.03,1e-06,0.01,0.2608695652173913,1.0,0.41379310344827586
7555,sigmoid,3,0.03,1e-06,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7556,sigmoid,3,0.03,1e-06,0.1,0.2608695652173913,1.0,0.41379310344827586
7557,sigmoid,3,0.03,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
7558,sigmoid,3,0.03,1e-06,0.25,0.4166666666666667,0.8333333333333334,0.5555555555555556
7559,sigmoid,3,0.03,1e-06,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
7560,linear,3,0.03,0.0001,0.01,0.2,0.5,0.2857142857142857
7561,linear,3,0.03,0.0001,0.05,0.2857142857142857,0.6666666666666666,0.4
7562,linear,3,0.03,0.0001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7563,linear,3,0.03,0.0001,0.2,0.125,0.3333333333333333,0.18181818181818182
7564,linear,3,0.03,0.0001,0.25,0.23076923076923078,0.5,0.3157894736842105
7565,linear,3,0.03,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
7566,poly,3,0.03,0.0001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7567,poly,3,0.03,0.0001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7568,poly,3,0.03,0.0001,0.1,0.2727272727272727,1.0,0.42857142857142855
7569,poly,3,0.03,0.0001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
7570,poly,3,0.03,0.0001,0.25,0.3333333333333333,0.8333333333333334,0.47619047619047616
7571,poly,3,0.03,0.0001,0.5,0.22727272727272727,0.8333333333333334,0.35714285714285715
7572,rbf,3,0.03,0.0001,0.01,0.0,0.0,0.0
7573,rbf,3,0.03,0.0001,0.05,0.0,0.0,0.0
7574,rbf,3,0.03,0.0001,0.1,0.2,0.16666666666666666,0.18181818181818182
7575,rbf,3,0.03,0.0001,0.2,0.4,0.3333333333333333,0.36363636363636365
7576,rbf,3,0.03,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7577,rbf,3,0.03,0.0001,0.5,0.23076923076923078,0.5,0.3157894736842105
7578,sigmoid,3,0.03,0.0001,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7579,sigmoid,3,0.03,0.0001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7580,sigmoid,3,0.03,0.0001,0.1,0.2608695652173913,1.0,0.41379310344827586
7581,sigmoid,3,0.03,0.0001,0.2,0.3125,0.8333333333333334,0.45454545454545453
7582,sigmoid,3,0.03,0.0001,0.25,0.22727272727272727,0.8333333333333334,0.35714285714285715
7583,sigmoid,3,0.03,0.0001,0.5,0.0,0.0,0.0
7584,linear,3,0.03,0.001,0.01,0.2,0.5,0.2857142857142857
7585,linear,3,0.03,0.001,0.05,0.2857142857142857,0.6666666666666666,0.4
7586,linear,3,0.03,0.001,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7587,linear,3,0.03,0.001,0.2,0.125,0.3333333333333333,0.18181818181818182
7588,linear,3,0.03,0.001,0.25,0.23076923076923078,0.5,0.3157894736842105
7589,linear,3,0.03,0.001,0.5,0.23076923076923078,0.5,0.3157894736842105
7590,poly,3,0.03,0.001,0.01,0.2608695652173913,1.0,0.41379310344827586
7591,poly,3,0.03,0.001,0.05,0.3333333333333333,0.6666666666666666,0.4444444444444444
7592,poly,3,0.03,0.001,0.1,0.2608695652173913,1.0,0.41379310344827586
7593,poly,3,0.03,0.001,0.2,0.35714285714285715,0.8333333333333334,0.5
7594,poly,3,0.03,0.001,0.25,0.2222222222222222,0.6666666666666666,0.3333333333333333
7595,poly,3,0.03,0.001,0.5,0.18181818181818182,0.6666666666666666,0.2857142857142857
7596,rbf,3,0.03,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
7597,rbf,3,0.03,0.001,0.05,0.0,0.0,0.0
7598,rbf,3,0.03,0.001,0.1,0.0,0.0,0.0
7599,rbf,3,0.03,0.001,0.2,0.0,0.0,0.0
7600,rbf,3,0.03,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7601,rbf,3,0.03,0.001,0.5,0.2857142857142857,0.6666666666666666,0.4
7602,sigmoid,3,0.03,0.001,0.01,0.38461538461538464,0.8333333333333334,0.5263157894736842
7603,sigmoid,3,0.03,0.001,0.05,0.375,1.0,0.5454545454545454
7604,sigmoid,3,0.03,0.001,0.1,0.5,0.8333333333333334,0.625
7605,sigmoid,3,0.03,0.001,0.2,0.35714285714285715,0.8333333333333334,0.5
7606,sigmoid,3,0.03,0.001,0.25,0.2857142857142857,0.6666666666666666,0.4
7607,sigmoid,3,0.03,0.001,0.5,0.2,0.5,0.2857142857142857
7608,linear,3,0.03,0.01,0.01,0.2,0.5,0.2857142857142857
7609,linear,3,0.03,0.01,0.05,0.2857142857142857,0.6666666666666666,0.4
7610,linear,3,0.03,0.01,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7611,linear,3,0.03,0.01,0.2,0.125,0.3333333333333333,0.18181818181818182
7612,linear,3,0.03,0.01,0.25,0.23076923076923078,0.5,0.3157894736842105
7613,linear,3,0.03,0.01,0.5,0.23076923076923078,0.5,0.3157894736842105
7614,poly,3,0.03,0.01,0.01,0.22727272727272727,0.8333333333333334,0.35714285714285715
7615,poly,3,0.03,0.01,0.05,0.3076923076923077,0.6666666666666666,0.42105263157894735
7616,poly,3,0.03,0.01,0.1,0.2857142857142857,1.0,0.4444444444444444
7617,poly,3,0.03,0.01,0.2,0.2222222222222222,0.6666666666666666,0.3333333333333333
7618,poly,3,0.03,0.01,0.25,0.09090909090909091,0.16666666666666666,0.11764705882352941
7619,poly,3,0.03,0.01,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
7620,rbf,3,0.03,0.01,0.01,0.0,0.0,0.0
7621,rbf,3,0.03,0.01,0.05,0.0,0.0,0.0
7622,rbf,3,0.03,0.01,0.1,0.0,0.0,0.0
7623,rbf,3,0.03,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
7624,rbf,3,0.03,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
7625,rbf,3,0.03,0.01,0.5,0.25,0.5,0.3333333333333333
7626,sigmoid,3,0.03,0.01,0.01,0.07692307692307693,0.16666666666666666,0.10526315789473684
7627,sigmoid,3,0.03,0.01,0.05,0.4,0.3333333333333333,0.36363636363636365
7628,sigmoid,3,0.03,0.01,0.1,0.25,0.16666666666666666,0.2
7629,sigmoid,3,0.03,0.01,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
7630,sigmoid,3,0.03,0.01,0.25,0.5,0.5,0.5
7631,sigmoid,3,0.03,0.01,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
7632,linear,3,0.03,0.1,0.01,0.2,0.5,0.2857142857142857
7633,linear,3,0.03,0.1,0.05,0.2857142857142857,0.6666666666666666,0.4
7634,linear,3,0.03,0.1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7635,linear,3,0.03,0.1,0.2,0.125,0.3333333333333333,0.18181818181818182
7636,linear,3,0.03,0.1,0.25,0.23076923076923078,0.5,0.3157894736842105
7637,linear,3,0.03,0.1,0.5,0.23076923076923078,0.5,0.3157894736842105
7638,poly,3,0.03,0.1,0.01,0.25,0.5,0.3333333333333333
7639,poly,3,0.03,0.1,0.05,0.3,0.5,0.375
7640,poly,3,0.03,0.1,0.1,0.2727272727272727,0.5,0.35294117647058826
7641,poly,3,0.03,0.1,0.2,0.2,0.3333333333333333,0.25
7642,poly,3,0.03,0.1,0.25,0.35714285714285715,0.8333333333333334,0.5
7643,poly,3,0.03,0.1,0.5,0.2777777777777778,0.8333333333333334,0.4166666666666667
7644,rbf,3,0.03,0.1,0.01,0.2857142857142857,0.3333333333333333,0.3076923076923077
7645,rbf,3,0.03,0.1,0.05,0.14285714285714285,0.16666666666666666,0.15384615384615385
7646,rbf,3,0.03,0.1,0.1,0.0,0.0,0.0
7647,rbf,3,0.03,0.1,0.2,0.3,0.5,0.375
7648,rbf,3,0.03,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
7649,rbf,3,0.03,0.1,0.5,0.2727272727272727,0.5,0.35294117647058826
7650,sigmoid,3,0.03,0.1,0.01,1.0,0.16666666666666666,0.2857142857142857
7651,sigmoid,3,0.03,0.1,0.05,1.0,0.16666666666666666,0.2857142857142857
7652,sigmoid,3,0.03,0.1,0.1,1.0,0.16666666666666666,0.2857142857142857
7653,sigmoid,3,0.03,0.1,0.2,0.4,0.3333333333333333,0.36363636363636365
7654,sigmoid,3,0.03,0.1,0.25,0.2,0.16666666666666666,0.18181818181818182
7655,sigmoid,3,0.03,0.1,0.5,0.3076923076923077,0.6666666666666666,0.42105263157894735
7656,linear,3,0.03,1,0.01,0.2,0.5,0.2857142857142857
7657,linear,3,0.03,1,0.05,0.2857142857142857,0.6666666666666666,0.4
7658,linear,3,0.03,1,0.1,0.08333333333333333,0.16666666666666666,0.1111111111111111
7659,linear,3,0.03,1,0.2,0.125,0.3333333333333333,0.18181818181818182
7660,linear,3,0.03,1,0.25,0.23076923076923078,0.5,0.3157894736842105
7661,linear,3,0.03,1,0.5,0.23076923076923078,0.5,0.3157894736842105
7662,poly,3,0.03,1,0.01,0.2727272727272727,0.5,0.35294117647058826
7663,poly,3,0.03,1,0.05,0.2727272727272727,0.5,0.35294117647058826
7664,poly,3,0.03,1,0.1,0.16666666666666666,0.3333333333333333,0.2222222222222222
