,n_neighbors,algorithm,leaf_size,metric,contamination,precision,recall,f1
926,5,ball_tree,15,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
927,7,ball_tree,15,euclidean,auto,0.6,0.5,0.5454545454545454
928,9,ball_tree,15,euclidean,auto,0.5,0.3333333333333333,0.4
929,12,ball_tree,15,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
930,18,ball_tree,15,euclidean,auto,0.0,0.0,0.0
931,1,ball_tree,15,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
932,3,ball_tree,15,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
933,5,ball_tree,15,manhattan,auto,0.6,0.5,0.5454545454545454
934,7,ball_tree,15,manhattan,auto,0.5,0.3333333333333333,0.4
935,9,ball_tree,15,manhattan,auto,0.5,0.3333333333333333,0.4
936,12,ball_tree,15,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
937,18,ball_tree,15,manhattan,auto,0.0,0.0,0.0
938,1,ball_tree,30,euclidean,auto,0.25,0.16666666666666666,0.2
939,3,ball_tree,30,euclidean,auto,0.5,0.3333333333333333,0.4
940,5,ball_tree,30,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
941,7,ball_tree,30,euclidean,auto,0.6,0.5,0.5454545454545454
942,9,ball_tree,30,euclidean,auto,0.5,0.3333333333333333,0.4
943,12,ball_tree,30,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
944,18,ball_tree,30,euclidean,auto,0.0,0.0,0.0
945,1,ball_tree,30,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
946,3,ball_tree,30,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
947,5,ball_tree,30,manhattan,auto,0.6,0.5,0.5454545454545454
948,7,ball_tree,30,manhattan,auto,0.5,0.3333333333333333,0.4
949,9,ball_tree,30,manhattan,auto,0.5,0.3333333333333333,0.4
950,12,ball_tree,30,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
951,18,ball_tree,30,manhattan,auto,0.0,0.0,0.0
952,1,ball_tree,50,euclidean,auto,0.25,0.16666666666666666,0.2
953,3,ball_tree,50,euclidean,auto,0.5,0.3333333333333333,0.4
954,5,ball_tree,50,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
955,7,ball_tree,50,euclidean,auto,0.6,0.5,0.5454545454545454
956,9,ball_tree,50,euclidean,auto,0.5,0.3333333333333333,0.4
957,12,ball_tree,50,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
958,18,ball_tree,50,euclidean,auto,0.0,0.0,0.0
959,1,ball_tree,50,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
960,3,ball_tree,50,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
961,5,ball_tree,50,manhattan,auto,0.6,0.5,0.5454545454545454
962,7,ball_tree,50,manhattan,auto,0.5,0.3333333333333333,0.4
963,9,ball_tree,50,manhattan,auto,0.5,0.3333333333333333,0.4
964,12,ball_tree,50,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
965,18,ball_tree,50,manhattan,auto,0.0,0.0,0.0
966,1,ball_tree,100,euclidean,auto,0.25,0.16666666666666666,0.2
967,3,ball_tree,100,euclidean,auto,0.5,0.3333333333333333,0.4
968,5,ball_tree,100,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
969,7,ball_tree,100,euclidean,auto,0.6,0.5,0.5454545454545454
970,9,ball_tree,100,euclidean,auto,0.5,0.3333333333333333,0.4
971,12,ball_tree,100,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
972,18,ball_tree,100,euclidean,auto,0.0,0.0,0.0
973,1,ball_tree,100,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
974,3,ball_tree,100,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
975,5,ball_tree,100,manhattan,auto,0.6,0.5,0.5454545454545454
976,7,ball_tree,100,manhattan,auto,0.5,0.3333333333333333,0.4
977,9,ball_tree,100,manhattan,auto,0.5,0.3333333333333333,0.4
978,12,ball_tree,100,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
979,18,ball_tree,100,manhattan,auto,0.0,0.0,0.0
980,1,ball_tree,200,euclidean,auto,0.25,0.16666666666666666,0.2
981,3,ball_tree,200,euclidean,auto,0.5,0.3333333333333333,0.4
982,5,ball_tree,200,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
983,7,ball_tree,200,euclidean,auto,0.6,0.5,0.5454545454545454
984,9,ball_tree,200,euclidean,auto,0.5,0.3333333333333333,0.4
985,12,ball_tree,200,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
986,18,ball_tree,200,euclidean,auto,0.0,0.0,0.0
987,1,ball_tree,200,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
988,3,ball_tree,200,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
989,5,ball_tree,200,manhattan,auto,0.6,0.5,0.5454545454545454
990,7,ball_tree,200,manhattan,auto,0.5,0.3333333333333333,0.4
991,9,ball_tree,200,manhattan,auto,0.5,0.3333333333333333,0.4
992,12,ball_tree,200,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
993,18,ball_tree,200,manhattan,auto,0.0,0.0,0.0
994,1,ball_tree,300,euclidean,auto,0.25,0.16666666666666666,0.2
995,3,ball_tree,300,euclidean,auto,0.5,0.3333333333333333,0.4
996,5,ball_tree,300,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
997,7,ball_tree,300,euclidean,auto,0.6,0.5,0.5454545454545454
998,9,ball_tree,300,euclidean,auto,0.5,0.3333333333333333,0.4
999,12,ball_tree,300,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1000,18,ball_tree,300,euclidean,auto,0.0,0.0,0.0
1001,1,ball_tree,300,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
1002,3,ball_tree,300,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1003,5,ball_tree,300,manhattan,auto,0.6,0.5,0.5454545454545454
1004,7,ball_tree,300,manhattan,auto,0.5,0.3333333333333333,0.4
1005,9,ball_tree,300,manhattan,auto,0.5,0.3333333333333333,0.4
1006,12,ball_tree,300,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1007,18,ball_tree,300,manhattan,auto,0.0,0.0,0.0
1008,1,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1009,3,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1010,5,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1011,7,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1012,9,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1013,12,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1014,18,ball_tree,5,euclidean,0.01,0.0,0.0,0.0
1015,1,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1016,3,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1017,5,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1018,7,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1019,9,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1020,12,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1021,18,ball_tree,5,manhattan,0.01,0.0,0.0,0.0
1022,1,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1023,3,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1024,5,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1025,7,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1026,9,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1027,12,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1028,18,ball_tree,10,euclidean,0.01,0.0,0.0,0.0
1029,1,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1030,3,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1031,5,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1032,7,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1033,9,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1034,12,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1035,18,ball_tree,10,manhattan,0.01,0.0,0.0,0.0
1036,1,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1037,3,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1038,5,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1039,7,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1040,9,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1041,12,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1042,18,ball_tree,15,euclidean,0.01,0.0,0.0,0.0
1043,1,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1044,3,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1045,5,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1046,7,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1047,9,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1048,12,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1049,18,ball_tree,15,manhattan,0.01,0.0,0.0,0.0
1050,1,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1051,3,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1052,5,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1053,7,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1054,9,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1055,12,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1056,18,ball_tree,30,euclidean,0.01,0.0,0.0,0.0
1057,1,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1058,3,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1059,5,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1060,7,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1061,9,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1062,12,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1063,18,ball_tree,30,manhattan,0.01,0.0,0.0,0.0
1064,1,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1065,3,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1066,5,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1067,7,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1068,9,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1069,12,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1070,18,ball_tree,50,euclidean,0.01,0.0,0.0,0.0
1071,1,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1072,3,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1073,5,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1074,7,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1075,9,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1076,12,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1077,18,ball_tree,50,manhattan,0.01,0.0,0.0,0.0
1078,1,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1079,3,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1080,5,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1081,7,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1082,9,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1083,12,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1084,18,ball_tree,100,euclidean,0.01,0.0,0.0,0.0
1085,1,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1086,3,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1087,5,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1088,7,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1089,9,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1090,12,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1091,18,ball_tree,100,manhattan,0.01,0.0,0.0,0.0
1092,1,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1093,3,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1094,5,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1095,7,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1096,9,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1097,12,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1098,18,ball_tree,200,euclidean,0.01,0.0,0.0,0.0
1099,1,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1100,3,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1101,5,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1102,7,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1103,9,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1104,12,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1105,18,ball_tree,200,manhattan,0.01,0.0,0.0,0.0
1106,1,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1107,3,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1108,5,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1109,7,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1110,9,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1111,12,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1112,18,ball_tree,300,euclidean,0.01,0.0,0.0,0.0
1113,1,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1114,3,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1115,5,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1116,7,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1117,9,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1118,12,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1119,18,ball_tree,300,manhattan,0.01,0.0,0.0,0.0
1120,1,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1121,3,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1122,5,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1123,7,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1124,9,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1125,12,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1126,18,ball_tree,5,euclidean,0.03,0.0,0.0,0.0
1127,1,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1128,3,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1129,5,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1130,7,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1131,9,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1132,12,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1133,18,ball_tree,5,manhattan,0.03,0.0,0.0,0.0
1134,1,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1135,3,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1136,5,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1137,7,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1138,9,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1139,12,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1140,18,ball_tree,10,euclidean,0.03,0.0,0.0,0.0
1141,1,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1142,3,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1143,5,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1144,7,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1145,9,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1146,12,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1147,18,ball_tree,10,manhattan,0.03,0.0,0.0,0.0
1148,1,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1149,3,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1150,5,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1151,7,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1152,9,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1153,12,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1154,18,ball_tree,15,euclidean,0.03,0.0,0.0,0.0
1155,1,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1156,3,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1157,5,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1158,7,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1159,9,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1160,12,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1161,18,ball_tree,15,manhattan,0.03,0.0,0.0,0.0
1162,1,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1163,3,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1164,5,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1165,7,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1166,9,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1167,12,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1168,18,ball_tree,30,euclidean,0.03,0.0,0.0,0.0
1169,1,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1170,3,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1171,5,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1172,7,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1173,9,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1174,12,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1175,18,ball_tree,30,manhattan,0.03,0.0,0.0,0.0
1176,1,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1177,3,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1178,5,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1179,7,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1180,9,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1181,12,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1182,18,ball_tree,50,euclidean,0.03,0.0,0.0,0.0
1183,1,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1184,3,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1185,5,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1186,7,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1187,9,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1188,12,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1189,18,ball_tree,50,manhattan,0.03,0.0,0.0,0.0
1190,1,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1191,3,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1192,5,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1193,7,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1194,9,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1195,12,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1196,18,ball_tree,100,euclidean,0.03,0.0,0.0,0.0
1197,1,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1198,3,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1199,5,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1200,7,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1201,9,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1202,12,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1203,18,ball_tree,100,manhattan,0.03,0.0,0.0,0.0
1204,1,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1205,3,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1206,5,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1207,7,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1208,9,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1209,12,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1210,18,ball_tree,200,euclidean,0.03,0.0,0.0,0.0
1211,1,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1212,3,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1213,5,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1214,7,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1215,9,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1216,12,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1217,18,ball_tree,200,manhattan,0.03,0.0,0.0,0.0
1218,1,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1219,3,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1220,5,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1221,7,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1222,9,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1223,12,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1224,18,ball_tree,300,euclidean,0.03,0.0,0.0,0.0
1225,1,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1226,3,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1227,5,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1228,7,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1229,9,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1230,12,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1231,18,ball_tree,300,manhattan,0.03,0.0,0.0,0.0
1232,1,ball_tree,5,euclidean,0.05,0.0,0.0,0.0
1233,3,ball_tree,5,euclidean,0.05,0.0,0.0,0.0
1234,5,ball_tree,5,euclidean,0.05,0.0,0.0,0.0
1235,7,ball_tree,5,euclidean,0.05,0.5,0.16666666666666666,0.25
1236,9,ball_tree,5,euclidean,0.05,0.5,0.16666666666666666,0.25
1237,12,ball_tree,5,euclidean,0.05,0.0,0.0,0.0
1238,18,ball_tree,5,euclidean,0.05,0.0,0.0,0.0
1239,1,ball_tree,5,manhattan,0.05,0.0,0.0,0.0
1240,3,ball_tree,5,manhattan,0.05,0.0,0.0,0.0
1241,5,ball_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
1242,7,ball_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
1243,9,ball_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
1244,12,ball_tree,5,manhattan,0.05,0.0,0.0,0.0
1245,18,ball_tree,5,manhattan,0.05,0.0,0.0,0.0
1246,1,ball_tree,10,euclidean,0.05,0.0,0.0,0.0
1247,3,ball_tree,10,euclidean,0.05,0.0,0.0,0.0
1248,5,ball_tree,10,euclidean,0.05,0.0,0.0,0.0
1249,7,ball_tree,10,euclidean,0.05,0.5,0.16666666666666666,0.25
1250,9,ball_tree,10,euclidean,0.05,0.5,0.16666666666666666,0.25
1251,12,ball_tree,10,euclidean,0.05,0.0,0.0,0.0
1252,18,ball_tree,10,euclidean,0.05,0.0,0.0,0.0
1253,1,ball_tree,10,manhattan,0.05,0.0,0.0,0.0
1254,3,ball_tree,10,manhattan,0.05,0.0,0.0,0.0
1255,5,ball_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
1256,7,ball_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
1257,9,ball_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
1258,12,ball_tree,10,manhattan,0.05,0.0,0.0,0.0
1259,18,ball_tree,10,manhattan,0.05,0.0,0.0,0.0
1260,1,ball_tree,15,euclidean,0.05,0.0,0.0,0.0
1261,3,ball_tree,15,euclidean,0.05,0.0,0.0,0.0
1262,5,ball_tree,15,euclidean,0.05,0.0,0.0,0.0
1263,7,ball_tree,15,euclidean,0.05,0.5,0.16666666666666666,0.25
1264,9,ball_tree,15,euclidean,0.05,0.5,0.16666666666666666,0.25
1265,12,ball_tree,15,euclidean,0.05,0.0,0.0,0.0
1266,18,ball_tree,15,euclidean,0.05,0.0,0.0,0.0
1267,1,ball_tree,15,manhattan,0.05,0.0,0.0,0.0
1268,3,ball_tree,15,manhattan,0.05,0.0,0.0,0.0
1269,5,ball_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
1270,7,ball_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
1271,9,ball_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
1272,12,ball_tree,15,manhattan,0.05,0.0,0.0,0.0
1273,18,ball_tree,15,manhattan,0.05,0.0,0.0,0.0
1274,1,ball_tree,30,euclidean,0.05,0.0,0.0,0.0
1275,3,ball_tree,30,euclidean,0.05,0.0,0.0,0.0
1276,5,ball_tree,30,euclidean,0.05,0.0,0.0,0.0
1277,7,ball_tree,30,euclidean,0.05,0.5,0.16666666666666666,0.25
1278,9,ball_tree,30,euclidean,0.05,0.5,0.16666666666666666,0.25
1279,12,ball_tree,30,euclidean,0.05,0.0,0.0,0.0
1280,18,ball_tree,30,euclidean,0.05,0.0,0.0,0.0
1281,1,ball_tree,30,manhattan,0.05,0.0,0.0,0.0
1282,3,ball_tree,30,manhattan,0.05,0.0,0.0,0.0
1283,5,ball_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
1284,7,ball_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
1285,9,ball_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
1286,12,ball_tree,30,manhattan,0.05,0.0,0.0,0.0
1287,18,ball_tree,30,manhattan,0.05,0.0,0.0,0.0
1288,1,ball_tree,50,euclidean,0.05,0.0,0.0,0.0
1289,3,ball_tree,50,euclidean,0.05,0.0,0.0,0.0
1290,5,ball_tree,50,euclidean,0.05,0.0,0.0,0.0
1291,7,ball_tree,50,euclidean,0.05,0.5,0.16666666666666666,0.25
1292,9,ball_tree,50,euclidean,0.05,0.5,0.16666666666666666,0.25
1293,12,ball_tree,50,euclidean,0.05,0.0,0.0,0.0
1294,18,ball_tree,50,euclidean,0.05,0.0,0.0,0.0
1295,1,ball_tree,50,manhattan,0.05,0.0,0.0,0.0
1296,3,ball_tree,50,manhattan,0.05,0.0,0.0,0.0
1297,5,ball_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
1298,7,ball_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
1299,9,ball_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
1300,12,ball_tree,50,manhattan,0.05,0.0,0.0,0.0
1301,18,ball_tree,50,manhattan,0.05,0.0,0.0,0.0
1302,1,ball_tree,100,euclidean,0.05,0.0,0.0,0.0
1303,3,ball_tree,100,euclidean,0.05,0.0,0.0,0.0
1304,5,ball_tree,100,euclidean,0.05,0.0,0.0,0.0
1305,7,ball_tree,100,euclidean,0.05,0.5,0.16666666666666666,0.25
1306,9,ball_tree,100,euclidean,0.05,0.5,0.16666666666666666,0.25
1307,12,ball_tree,100,euclidean,0.05,0.0,0.0,0.0
1308,18,ball_tree,100,euclidean,0.05,0.0,0.0,0.0
1309,1,ball_tree,100,manhattan,0.05,0.0,0.0,0.0
1310,3,ball_tree,100,manhattan,0.05,0.0,0.0,0.0
1311,5,ball_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
1312,7,ball_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
1313,9,ball_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
1314,12,ball_tree,100,manhattan,0.05,0.0,0.0,0.0
1315,18,ball_tree,100,manhattan,0.05,0.0,0.0,0.0
1316,1,ball_tree,200,euclidean,0.05,0.0,0.0,0.0
1317,3,ball_tree,200,euclidean,0.05,0.0,0.0,0.0
