,n_neighbors,algorithm,leaf_size,metric,contamination,precision,recall,f1
1846,12,kd_tree,30,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1847,18,kd_tree,30,manhattan,auto,0.0,0.0,0.0
1848,1,kd_tree,50,euclidean,auto,0.25,0.16666666666666666,0.2
1849,3,kd_tree,50,euclidean,auto,0.5,0.3333333333333333,0.4
1850,5,kd_tree,50,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
1851,7,kd_tree,50,euclidean,auto,0.6,0.5,0.5454545454545454
1852,9,kd_tree,50,euclidean,auto,0.5,0.3333333333333333,0.4
1853,12,kd_tree,50,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1854,18,kd_tree,50,euclidean,auto,0.0,0.0,0.0
1855,1,kd_tree,50,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
1856,3,kd_tree,50,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1857,5,kd_tree,50,manhattan,auto,0.6,0.5,0.5454545454545454
1858,7,kd_tree,50,manhattan,auto,0.5,0.3333333333333333,0.4
1859,9,kd_tree,50,manhattan,auto,0.5,0.3333333333333333,0.4
1860,12,kd_tree,50,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1861,18,kd_tree,50,manhattan,auto,0.0,0.0,0.0
1862,1,kd_tree,100,euclidean,auto,0.25,0.16666666666666666,0.2
1863,3,kd_tree,100,euclidean,auto,0.5,0.3333333333333333,0.4
1864,5,kd_tree,100,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
1865,7,kd_tree,100,euclidean,auto,0.6,0.5,0.5454545454545454
1866,9,kd_tree,100,euclidean,auto,0.5,0.3333333333333333,0.4
1867,12,kd_tree,100,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1868,18,kd_tree,100,euclidean,auto,0.0,0.0,0.0
1869,1,kd_tree,100,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
1870,3,kd_tree,100,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1871,5,kd_tree,100,manhattan,auto,0.6,0.5,0.5454545454545454
1872,7,kd_tree,100,manhattan,auto,0.5,0.3333333333333333,0.4
1873,9,kd_tree,100,manhattan,auto,0.5,0.3333333333333333,0.4
1874,12,kd_tree,100,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1875,18,kd_tree,100,manhattan,auto,0.0,0.0,0.0
1876,1,kd_tree,200,euclidean,auto,0.25,0.16666666666666666,0.2
1877,3,kd_tree,200,euclidean,auto,0.5,0.3333333333333333,0.4
1878,5,kd_tree,200,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
1879,7,kd_tree,200,euclidean,auto,0.6,0.5,0.5454545454545454
1880,9,kd_tree,200,euclidean,auto,0.5,0.3333333333333333,0.4
1881,12,kd_tree,200,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1882,18,kd_tree,200,euclidean,auto,0.0,0.0,0.0
1883,1,kd_tree,200,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
1884,3,kd_tree,200,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1885,5,kd_tree,200,manhattan,auto,0.6,0.5,0.5454545454545454
1886,7,kd_tree,200,manhattan,auto,0.5,0.3333333333333333,0.4
1887,9,kd_tree,200,manhattan,auto,0.5,0.3333333333333333,0.4
1888,12,kd_tree,200,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1889,18,kd_tree,200,manhattan,auto,0.0,0.0,0.0
1890,1,kd_tree,300,euclidean,auto,0.25,0.16666666666666666,0.2
1891,3,kd_tree,300,euclidean,auto,0.5,0.3333333333333333,0.4
1892,5,kd_tree,300,euclidean,auto,0.6666666666666666,0.6666666666666666,0.6666666666666666
1893,7,kd_tree,300,euclidean,auto,0.6,0.5,0.5454545454545454
1894,9,kd_tree,300,euclidean,auto,0.5,0.3333333333333333,0.4
1895,12,kd_tree,300,euclidean,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1896,18,kd_tree,300,euclidean,auto,0.0,0.0,0.0
1897,1,kd_tree,300,manhattan,auto,0.2,0.16666666666666666,0.18181818181818182
1898,3,kd_tree,300,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1899,5,kd_tree,300,manhattan,auto,0.6,0.5,0.5454545454545454
1900,7,kd_tree,300,manhattan,auto,0.5,0.3333333333333333,0.4
1901,9,kd_tree,300,manhattan,auto,0.5,0.3333333333333333,0.4
1902,12,kd_tree,300,manhattan,auto,0.3333333333333333,0.16666666666666666,0.2222222222222222
1903,18,kd_tree,300,manhattan,auto,0.0,0.0,0.0
1904,1,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1905,3,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1906,5,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1907,7,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1908,9,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1909,12,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1910,18,kd_tree,5,euclidean,0.01,0.0,0.0,0.0
1911,1,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1912,3,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1913,5,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1914,7,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1915,9,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1916,12,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1917,18,kd_tree,5,manhattan,0.01,0.0,0.0,0.0
1918,1,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1919,3,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1920,5,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1921,7,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1922,9,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1923,12,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1924,18,kd_tree,10,euclidean,0.01,0.0,0.0,0.0
1925,1,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1926,3,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1927,5,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1928,7,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1929,9,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1930,12,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1931,18,kd_tree,10,manhattan,0.01,0.0,0.0,0.0
1932,1,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1933,3,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1934,5,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1935,7,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1936,9,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1937,12,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1938,18,kd_tree,15,euclidean,0.01,0.0,0.0,0.0
1939,1,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1940,3,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1941,5,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1942,7,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1943,9,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1944,12,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1945,18,kd_tree,15,manhattan,0.01,0.0,0.0,0.0
1946,1,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1947,3,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1948,5,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1949,7,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1950,9,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1951,12,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1952,18,kd_tree,30,euclidean,0.01,0.0,0.0,0.0
1953,1,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1954,3,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1955,5,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1956,7,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1957,9,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1958,12,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1959,18,kd_tree,30,manhattan,0.01,0.0,0.0,0.0
1960,1,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1961,3,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1962,5,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1963,7,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1964,9,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1965,12,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1966,18,kd_tree,50,euclidean,0.01,0.0,0.0,0.0
1967,1,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1968,3,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1969,5,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1970,7,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1971,9,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1972,12,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1973,18,kd_tree,50,manhattan,0.01,0.0,0.0,0.0
1974,1,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1975,3,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1976,5,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1977,7,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1978,9,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1979,12,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1980,18,kd_tree,100,euclidean,0.01,0.0,0.0,0.0
1981,1,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1982,3,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1983,5,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1984,7,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1985,9,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1986,12,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1987,18,kd_tree,100,manhattan,0.01,0.0,0.0,0.0
1988,1,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1989,3,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1990,5,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1991,7,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1992,9,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1993,12,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1994,18,kd_tree,200,euclidean,0.01,0.0,0.0,0.0
1995,1,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
1996,3,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
1997,5,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
1998,7,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
1999,9,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
2000,12,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
2001,18,kd_tree,200,manhattan,0.01,0.0,0.0,0.0
2002,1,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2003,3,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2004,5,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2005,7,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2006,9,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2007,12,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2008,18,kd_tree,300,euclidean,0.01,0.0,0.0,0.0
2009,1,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2010,3,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2011,5,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2012,7,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2013,9,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2014,12,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2015,18,kd_tree,300,manhattan,0.01,0.0,0.0,0.0
2016,1,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2017,3,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2018,5,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2019,7,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2020,9,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2021,12,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2022,18,kd_tree,5,euclidean,0.03,0.0,0.0,0.0
2023,1,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2024,3,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2025,5,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2026,7,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2027,9,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2028,12,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2029,18,kd_tree,5,manhattan,0.03,0.0,0.0,0.0
2030,1,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2031,3,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2032,5,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2033,7,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2034,9,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2035,12,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2036,18,kd_tree,10,euclidean,0.03,0.0,0.0,0.0
2037,1,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2038,3,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2039,5,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2040,7,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2041,9,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2042,12,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2043,18,kd_tree,10,manhattan,0.03,0.0,0.0,0.0
2044,1,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2045,3,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2046,5,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2047,7,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2048,9,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2049,12,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2050,18,kd_tree,15,euclidean,0.03,0.0,0.0,0.0
2051,1,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2052,3,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2053,5,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2054,7,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2055,9,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2056,12,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2057,18,kd_tree,15,manhattan,0.03,0.0,0.0,0.0
2058,1,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2059,3,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2060,5,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2061,7,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2062,9,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2063,12,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2064,18,kd_tree,30,euclidean,0.03,0.0,0.0,0.0
2065,1,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2066,3,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2067,5,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2068,7,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2069,9,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2070,12,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2071,18,kd_tree,30,manhattan,0.03,0.0,0.0,0.0
2072,1,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2073,3,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2074,5,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2075,7,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2076,9,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2077,12,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2078,18,kd_tree,50,euclidean,0.03,0.0,0.0,0.0
2079,1,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2080,3,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2081,5,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2082,7,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2083,9,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2084,12,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2085,18,kd_tree,50,manhattan,0.03,0.0,0.0,0.0
2086,1,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2087,3,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2088,5,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2089,7,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2090,9,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2091,12,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2092,18,kd_tree,100,euclidean,0.03,0.0,0.0,0.0
2093,1,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2094,3,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2095,5,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2096,7,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2097,9,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2098,12,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2099,18,kd_tree,100,manhattan,0.03,0.0,0.0,0.0
2100,1,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2101,3,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2102,5,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2103,7,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2104,9,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2105,12,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2106,18,kd_tree,200,euclidean,0.03,0.0,0.0,0.0
2107,1,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2108,3,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2109,5,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2110,7,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2111,9,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2112,12,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2113,18,kd_tree,200,manhattan,0.03,0.0,0.0,0.0
2114,1,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2115,3,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2116,5,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2117,7,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2118,9,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2119,12,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2120,18,kd_tree,300,euclidean,0.03,0.0,0.0,0.0
2121,1,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2122,3,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2123,5,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2124,7,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2125,9,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2126,12,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2127,18,kd_tree,300,manhattan,0.03,0.0,0.0,0.0
2128,1,kd_tree,5,euclidean,0.05,0.0,0.0,0.0
2129,3,kd_tree,5,euclidean,0.05,0.0,0.0,0.0
2130,5,kd_tree,5,euclidean,0.05,0.0,0.0,0.0
2131,7,kd_tree,5,euclidean,0.05,0.5,0.16666666666666666,0.25
2132,9,kd_tree,5,euclidean,0.05,0.5,0.16666666666666666,0.25
2133,12,kd_tree,5,euclidean,0.05,0.0,0.0,0.0
2134,18,kd_tree,5,euclidean,0.05,0.0,0.0,0.0
2135,1,kd_tree,5,manhattan,0.05,0.0,0.0,0.0
2136,3,kd_tree,5,manhattan,0.05,0.0,0.0,0.0
2137,5,kd_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
2138,7,kd_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
2139,9,kd_tree,5,manhattan,0.05,0.5,0.16666666666666666,0.25
2140,12,kd_tree,5,manhattan,0.05,0.0,0.0,0.0
2141,18,kd_tree,5,manhattan,0.05,0.0,0.0,0.0
2142,1,kd_tree,10,euclidean,0.05,0.0,0.0,0.0
2143,3,kd_tree,10,euclidean,0.05,0.0,0.0,0.0
2144,5,kd_tree,10,euclidean,0.05,0.0,0.0,0.0
2145,7,kd_tree,10,euclidean,0.05,0.5,0.16666666666666666,0.25
2146,9,kd_tree,10,euclidean,0.05,0.5,0.16666666666666666,0.25
2147,12,kd_tree,10,euclidean,0.05,0.0,0.0,0.0
2148,18,kd_tree,10,euclidean,0.05,0.0,0.0,0.0
2149,1,kd_tree,10,manhattan,0.05,0.0,0.0,0.0
2150,3,kd_tree,10,manhattan,0.05,0.0,0.0,0.0
2151,5,kd_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
2152,7,kd_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
2153,9,kd_tree,10,manhattan,0.05,0.5,0.16666666666666666,0.25
2154,12,kd_tree,10,manhattan,0.05,0.0,0.0,0.0
2155,18,kd_tree,10,manhattan,0.05,0.0,0.0,0.0
2156,1,kd_tree,15,euclidean,0.05,0.0,0.0,0.0
2157,3,kd_tree,15,euclidean,0.05,0.0,0.0,0.0
2158,5,kd_tree,15,euclidean,0.05,0.0,0.0,0.0
2159,7,kd_tree,15,euclidean,0.05,0.5,0.16666666666666666,0.25
2160,9,kd_tree,15,euclidean,0.05,0.5,0.16666666666666666,0.25
2161,12,kd_tree,15,euclidean,0.05,0.0,0.0,0.0
2162,18,kd_tree,15,euclidean,0.05,0.0,0.0,0.0
2163,1,kd_tree,15,manhattan,0.05,0.0,0.0,0.0
2164,3,kd_tree,15,manhattan,0.05,0.0,0.0,0.0
2165,5,kd_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
2166,7,kd_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
2167,9,kd_tree,15,manhattan,0.05,0.5,0.16666666666666666,0.25
2168,12,kd_tree,15,manhattan,0.05,0.0,0.0,0.0
2169,18,kd_tree,15,manhattan,0.05,0.0,0.0,0.0
2170,1,kd_tree,30,euclidean,0.05,0.0,0.0,0.0
2171,3,kd_tree,30,euclidean,0.05,0.0,0.0,0.0
2172,5,kd_tree,30,euclidean,0.05,0.0,0.0,0.0
2173,7,kd_tree,30,euclidean,0.05,0.5,0.16666666666666666,0.25
2174,9,kd_tree,30,euclidean,0.05,0.5,0.16666666666666666,0.25
2175,12,kd_tree,30,euclidean,0.05,0.0,0.0,0.0
2176,18,kd_tree,30,euclidean,0.05,0.0,0.0,0.0
2177,1,kd_tree,30,manhattan,0.05,0.0,0.0,0.0
2178,3,kd_tree,30,manhattan,0.05,0.0,0.0,0.0
2179,5,kd_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
2180,7,kd_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
2181,9,kd_tree,30,manhattan,0.05,0.5,0.16666666666666666,0.25
2182,12,kd_tree,30,manhattan,0.05,0.0,0.0,0.0
2183,18,kd_tree,30,manhattan,0.05,0.0,0.0,0.0
2184,1,kd_tree,50,euclidean,0.05,0.0,0.0,0.0
2185,3,kd_tree,50,euclidean,0.05,0.0,0.0,0.0
2186,5,kd_tree,50,euclidean,0.05,0.0,0.0,0.0
2187,7,kd_tree,50,euclidean,0.05,0.5,0.16666666666666666,0.25
2188,9,kd_tree,50,euclidean,0.05,0.5,0.16666666666666666,0.25
2189,12,kd_tree,50,euclidean,0.05,0.0,0.0,0.0
2190,18,kd_tree,50,euclidean,0.05,0.0,0.0,0.0
2191,1,kd_tree,50,manhattan,0.05,0.0,0.0,0.0
2192,3,kd_tree,50,manhattan,0.05,0.0,0.0,0.0
2193,5,kd_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
2194,7,kd_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
2195,9,kd_tree,50,manhattan,0.05,0.5,0.16666666666666666,0.25
2196,12,kd_tree,50,manhattan,0.05,0.0,0.0,0.0
2197,18,kd_tree,50,manhattan,0.05,0.0,0.0,0.0
2198,1,kd_tree,100,euclidean,0.05,0.0,0.0,0.0
2199,3,kd_tree,100,euclidean,0.05,0.0,0.0,0.0
2200,5,kd_tree,100,euclidean,0.05,0.0,0.0,0.0
2201,7,kd_tree,100,euclidean,0.05,0.5,0.16666666666666666,0.25
2202,9,kd_tree,100,euclidean,0.05,0.5,0.16666666666666666,0.25
2203,12,kd_tree,100,euclidean,0.05,0.0,0.0,0.0
2204,18,kd_tree,100,euclidean,0.05,0.0,0.0,0.0
2205,1,kd_tree,100,manhattan,0.05,0.0,0.0,0.0
2206,3,kd_tree,100,manhattan,0.05,0.0,0.0,0.0
2207,5,kd_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
2208,7,kd_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
2209,9,kd_tree,100,manhattan,0.05,0.5,0.16666666666666666,0.25
2210,12,kd_tree,100,manhattan,0.05,0.0,0.0,0.0
2211,18,kd_tree,100,manhattan,0.05,0.0,0.0,0.0
2212,1,kd_tree,200,euclidean,0.05,0.0,0.0,0.0
2213,3,kd_tree,200,euclidean,0.05,0.0,0.0,0.0
2214,5,kd_tree,200,euclidean,0.05,0.0,0.0,0.0
2215,7,kd_tree,200,euclidean,0.05,0.5,0.16666666666666666,0.25
2216,9,kd_tree,200,euclidean,0.05,0.5,0.16666666666666666,0.25
2217,12,kd_tree,200,euclidean,0.05,0.0,0.0,0.0
2218,18,kd_tree,200,euclidean,0.05,0.0,0.0,0.0
2219,1,kd_tree,200,manhattan,0.05,0.0,0.0,0.0
2220,3,kd_tree,200,manhattan,0.05,0.0,0.0,0.0
2221,5,kd_tree,200,manhattan,0.05,0.5,0.16666666666666666,0.25
2222,7,kd_tree,200,manhattan,0.05,0.5,0.16666666666666666,0.25
2223,9,kd_tree,200,manhattan,0.05,0.5,0.16666666666666666,0.25
2224,12,kd_tree,200,manhattan,0.05,0.0,0.0,0.0
2225,18,kd_tree,200,manhattan,0.05,0.0,0.0,0.0
2226,1,kd_tree,300,euclidean,0.05,0.0,0.0,0.0
2227,3,kd_tree,300,euclidean,0.05,0.0,0.0,0.0
2228,5,kd_tree,300,euclidean,0.05,0.0,0.0,0.0
2229,7,kd_tree,300,euclidean,0.05,0.5,0.16666666666666666,0.25
2230,9,kd_tree,300,euclidean,0.05,0.5,0.16666666666666666,0.25
2231,12,kd_tree,300,euclidean,0.05,0.0,0.0,0.0
2232,18,kd_tree,300,euclidean,0.05,0.0,0.0,0.0
2233,1,kd_tree,300,manhattan,0.05,0.0,0.0,0.0
2234,3,kd_tree,300,manhattan,0.05,0.0,0.0,0.0
2235,5,kd_tree,300,manhattan,0.05,0.5,0.16666666666666666,0.25
2236,7,kd_tree,300,manhattan,0.05,0.5,0.16666666666666666,0.25
2237,9,kd_tree,300,manhattan,0.05,0.5,0.16666666666666666,0.25
2238,12,kd_tree,300,manhattan,0.05,0.0,0.0,0.0
