,kernel,degree,coef0,gamma,nu,precision,recall,f1
4246,sigmoid,5,0.005,scale,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
4247,sigmoid,5,0.005,scale,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
4248,linear,5,0.005,auto,0.01,0.0,0.0,0.0
4249,linear,5,0.005,auto,0.05,0.0,0.0,0.0
4250,linear,5,0.005,auto,0.1,0.0,0.0,0.0
4251,linear,5,0.005,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4252,linear,5,0.005,auto,0.25,0.0,0.0,0.0
4253,linear,5,0.005,auto,0.5,0.42857142857142855,1.0,0.6
4254,poly,5,0.005,auto,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
4255,poly,5,0.005,auto,0.05,0.25,0.5,0.3333333333333333
4256,poly,5,0.005,auto,0.1,0.0,0.0,0.0
4257,poly,5,0.005,auto,0.2,0.14285714285714285,0.16666666666666666,0.15384615384615385
4258,poly,5,0.005,auto,0.25,0.125,0.16666666666666666,0.14285714285714285
4259,poly,5,0.005,auto,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
4260,rbf,5,0.005,auto,0.01,0.3,0.5,0.375
4261,rbf,5,0.005,auto,0.05,0.5,0.3333333333333333,0.4
4262,rbf,5,0.005,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
4263,rbf,5,0.005,auto,0.2,0.5,0.8333333333333334,0.625
4264,rbf,5,0.005,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
4265,rbf,5,0.005,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
4266,sigmoid,5,0.005,auto,0.01,0.0,0.0,0.0
4267,sigmoid,5,0.005,auto,0.05,0.0,0.0,0.0
4268,sigmoid,5,0.005,auto,0.1,0.0,0.0,0.0
4269,sigmoid,5,0.005,auto,0.2,0.0,0.0,0.0
4270,sigmoid,5,0.005,auto,0.25,0.0,0.0,0.0
4271,sigmoid,5,0.005,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
4272,linear,5,0.005,1e-06,0.01,0.0,0.0,0.0
4273,linear,5,0.005,1e-06,0.05,0.0,0.0,0.0
4274,linear,5,0.005,1e-06,0.1,0.0,0.0,0.0
4275,linear,5,0.005,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4276,linear,5,0.005,1e-06,0.25,0.0,0.0,0.0
4277,linear,5,0.005,1e-06,0.5,0.42857142857142855,1.0,0.6
4278,poly,5,0.005,1e-06,0.01,0.3333333333333333,1.0,0.5
4279,poly,5,0.005,1e-06,0.05,0.4,0.6666666666666666,0.5
4280,poly,5,0.005,1e-06,0.1,0.3333333333333333,1.0,0.5
4281,poly,5,0.005,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
4282,poly,5,0.005,1e-06,0.25,0.5,0.8333333333333334,0.625
4283,poly,5,0.005,1e-06,0.5,0.15,0.5,0.23076923076923078
4284,rbf,5,0.005,1e-06,0.01,0.25,1.0,0.4
4285,rbf,5,0.005,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
4286,rbf,5,0.005,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
4287,rbf,5,0.005,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
4288,rbf,5,0.005,1e-06,0.25,0.0,0.0,0.0
4289,rbf,5,0.005,1e-06,0.5,0.0,0.0,0.0
4290,sigmoid,5,0.005,1e-06,0.01,0.3333333333333333,1.0,0.5
4291,sigmoid,5,0.005,1e-06,0.05,0.4,0.6666666666666666,0.5
4292,sigmoid,5,0.005,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
4293,sigmoid,5,0.005,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
4294,sigmoid,5,0.005,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
4295,sigmoid,5,0.005,1e-06,0.5,0.15,0.5,0.23076923076923078
4296,linear,5,0.005,0.0001,0.01,0.0,0.0,0.0
4297,linear,5,0.005,0.0001,0.05,0.0,0.0,0.0
4298,linear,5,0.005,0.0001,0.1,0.0,0.0,0.0
4299,linear,5,0.005,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4300,linear,5,0.005,0.0001,0.25,0.0,0.0,0.0
4301,linear,5,0.005,0.0001,0.5,0.42857142857142855,1.0,0.6
4302,poly,5,0.005,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
4303,poly,5,0.005,0.0001,0.05,0.4,0.6666666666666666,0.5
4304,poly,5,0.005,0.0001,0.1,0.35294117647058826,1.0,0.5217391304347826
4305,poly,5,0.005,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4306,poly,5,0.005,0.0001,0.25,0.23529411764705882,0.6666666666666666,0.34782608695652173
4307,poly,5,0.005,0.0001,0.5,0.2608695652173913,1.0,0.41379310344827586
4308,rbf,5,0.005,0.0001,0.01,0.0,0.0,0.0
4309,rbf,5,0.005,0.0001,0.05,0.0,0.0,0.0
4310,rbf,5,0.005,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4311,rbf,5,0.005,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
4312,rbf,5,0.005,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4313,rbf,5,0.005,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
4314,sigmoid,5,0.005,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
4315,sigmoid,5,0.005,0.0001,0.05,0.4,0.6666666666666666,0.5
4316,sigmoid,5,0.005,0.0001,0.1,0.0,0.0,0.0
4317,sigmoid,5,0.005,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
4318,sigmoid,5,0.005,0.0001,0.25,0.2857142857142857,1.0,0.4444444444444444
4319,sigmoid,5,0.005,0.0001,0.5,0.0,0.0,0.0
4320,linear,5,0.005,0.001,0.01,0.0,0.0,0.0
4321,linear,5,0.005,0.001,0.05,0.0,0.0,0.0
4322,linear,5,0.005,0.001,0.1,0.0,0.0,0.0
4323,linear,5,0.005,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4324,linear,5,0.005,0.001,0.25,0.0,0.0,0.0
4325,linear,5,0.005,0.001,0.5,0.42857142857142855,1.0,0.6
4326,poly,5,0.005,0.001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
4327,poly,5,0.005,0.001,0.05,0.4,0.6666666666666666,0.5
4328,poly,5,0.005,0.001,0.1,0.3157894736842105,1.0,0.48
4329,poly,5,0.005,0.001,0.2,0.4,0.6666666666666666,0.5
4330,poly,5,0.005,0.001,0.25,0.2,0.6666666666666666,0.3076923076923077
4331,poly,5,0.005,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
4332,rbf,5,0.005,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
4333,rbf,5,0.005,0.001,0.05,0.0,0.0,0.0
4334,rbf,5,0.005,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4335,rbf,5,0.005,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
4336,rbf,5,0.005,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4337,rbf,5,0.005,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
4338,sigmoid,5,0.005,0.001,0.01,0.0,0.0,0.0
4339,sigmoid,5,0.005,0.001,0.05,0.09090909090909091,0.16666666666666666,0.11764705882352941
4340,sigmoid,5,0.005,0.001,0.1,0.0,0.0,0.0
4341,sigmoid,5,0.005,0.001,0.2,0.2608695652173913,1.0,0.41379310344827586
4342,sigmoid,5,0.005,0.001,0.25,0.375,1.0,0.5454545454545454
4343,sigmoid,5,0.005,0.001,0.5,0.0,0.0,0.0
4344,linear,5,0.005,0.01,0.01,0.0,0.0,0.0
4345,linear,5,0.005,0.01,0.05,0.0,0.0,0.0
4346,linear,5,0.005,0.01,0.1,0.0,0.0,0.0
4347,linear,5,0.005,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4348,linear,5,0.005,0.01,0.25,0.0,0.0,0.0
4349,linear,5,0.005,0.01,0.5,0.42857142857142855,1.0,0.6
4350,poly,5,0.005,0.01,0.01,0.3333333333333333,1.0,0.5
4351,poly,5,0.005,0.01,0.05,0.2857142857142857,0.3333333333333333,0.3076923076923077
4352,poly,5,0.005,0.01,0.1,0.3157894736842105,1.0,0.48
4353,poly,5,0.005,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4354,poly,5,0.005,0.01,0.25,0.0,0.0,0.0
4355,poly,5,0.005,0.01,0.5,0.2,0.6666666666666666,0.3076923076923077
4356,rbf,5,0.005,0.01,0.01,0.0,0.0,0.0
4357,rbf,5,0.005,0.01,0.05,0.5,0.16666666666666666,0.25
4358,rbf,5,0.005,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
4359,rbf,5,0.005,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
4360,rbf,5,0.005,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4361,rbf,5,0.005,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
4362,sigmoid,5,0.005,0.01,0.01,0.0,0.0,0.0
4363,sigmoid,5,0.005,0.01,0.05,0.3333333333333333,0.16666666666666666,0.2222222222222222
4364,sigmoid,5,0.005,0.01,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4365,sigmoid,5,0.005,0.01,0.2,0.3333333333333333,0.16666666666666666,0.2222222222222222
4366,sigmoid,5,0.005,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4367,sigmoid,5,0.005,0.01,0.5,0.35714285714285715,0.8333333333333334,0.5
4368,linear,5,0.005,0.1,0.01,0.0,0.0,0.0
4369,linear,5,0.005,0.1,0.05,0.0,0.0,0.0
4370,linear,5,0.005,0.1,0.1,0.0,0.0,0.0
4371,linear,5,0.005,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4372,linear,5,0.005,0.1,0.25,0.0,0.0,0.0
4373,linear,5,0.005,0.1,0.5,0.42857142857142855,1.0,0.6
4374,poly,5,0.005,0.1,0.01,0.1111111111111111,0.3333333333333333,0.16666666666666666
4375,poly,5,0.005,0.1,0.05,0.5,0.16666666666666666,0.25
4376,poly,5,0.005,0.1,0.1,0.21052631578947367,0.6666666666666666,0.32
4377,poly,5,0.005,0.1,0.2,0.25,0.5,0.3333333333333333
4378,poly,5,0.005,0.1,0.25,0.16666666666666666,0.5,0.25
4379,poly,5,0.005,0.1,0.5,0.23076923076923078,0.5,0.3157894736842105
4380,rbf,5,0.005,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
4381,rbf,5,0.005,0.1,0.05,0.25,0.16666666666666666,0.2
4382,rbf,5,0.005,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
4383,rbf,5,0.005,0.1,0.2,0.0,0.0,0.0
4384,rbf,5,0.005,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
4385,rbf,5,0.005,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
4386,sigmoid,5,0.005,0.1,0.01,0.0,0.0,0.0
4387,sigmoid,5,0.005,0.1,0.05,0.0,0.0,0.0
4388,sigmoid,5,0.005,0.1,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4389,sigmoid,5,0.005,0.1,0.2,0.2,0.16666666666666666,0.18181818181818182
4390,sigmoid,5,0.005,0.1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
4391,sigmoid,5,0.005,0.1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
4392,linear,5,0.005,1,0.01,0.0,0.0,0.0
4393,linear,5,0.005,1,0.05,0.0,0.0,0.0
4394,linear,5,0.005,1,0.1,0.0,0.0,0.0
4395,linear,5,0.005,1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4396,linear,5,0.005,1,0.25,0.0,0.0,0.0
4397,linear,5,0.005,1,0.5,0.42857142857142855,1.0,0.6
4398,poly,5,0.005,1,0.01,0.25,0.3333333333333333,0.2857142857142857
4399,poly,5,0.005,1,0.05,0.0,0.0,0.0
4400,poly,5,0.005,1,0.1,0.0,0.0,0.0
4401,poly,5,0.005,1,0.2,0.14285714285714285,0.16666666666666666,0.15384615384615385
4402,poly,5,0.005,1,0.25,0.125,0.16666666666666666,0.14285714285714285
4403,poly,5,0.005,1,0.5,0.23076923076923078,0.5,0.3157894736842105
4404,rbf,5,0.005,1,0.01,0.1111111111111111,0.16666666666666666,0.13333333333333333
4405,rbf,5,0.005,1,0.05,0.3333333333333333,0.5,0.4
4406,rbf,5,0.005,1,0.1,0.3333333333333333,0.5,0.4
4407,rbf,5,0.005,1,0.2,0.5,0.6666666666666666,0.5714285714285714
4408,rbf,5,0.005,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
4409,rbf,5,0.005,1,0.5,0.5,0.6666666666666666,0.5714285714285714
4410,sigmoid,5,0.005,1,0.01,0.0,0.0,0.0
4411,sigmoid,5,0.005,1,0.05,0.0,0.0,0.0
4412,sigmoid,5,0.005,1,0.1,0.0,0.0,0.0
4413,sigmoid,5,0.005,1,0.2,0.0,0.0,0.0
4414,sigmoid,5,0.005,1,0.25,0.0,0.0,0.0
4415,sigmoid,5,0.005,1,0.5,0.09090909090909091,0.16666666666666666,0.11764705882352941
4416,linear,10,0.005,scale,0.01,0.0,0.0,0.0
4417,linear,10,0.005,scale,0.05,0.0,0.0,0.0
4418,linear,10,0.005,scale,0.1,0.0,0.0,0.0
4419,linear,10,0.005,scale,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4420,linear,10,0.005,scale,0.25,0.0,0.0,0.0
4421,linear,10,0.005,scale,0.5,0.42857142857142855,1.0,0.6
4422,poly,10,0.005,scale,0.01,0.15384615384615385,0.3333333333333333,0.21052631578947367
4423,poly,10,0.005,scale,0.05,0.0,0.0,0.0
4424,poly,10,0.005,scale,0.1,0.2,0.5,0.2857142857142857
4425,poly,10,0.005,scale,0.2,0.3333333333333333,0.16666666666666666,0.2222222222222222
4426,poly,10,0.005,scale,0.25,0.21428571428571427,0.5,0.3
4427,poly,10,0.005,scale,0.5,0.21428571428571427,0.5,0.3
4428,rbf,10,0.005,scale,0.01,0.6,0.5,0.5454545454545454
4429,rbf,10,0.005,scale,0.05,0.5,0.5,0.5
4430,rbf,10,0.005,scale,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333
4431,rbf,10,0.005,scale,0.2,0.5,0.5,0.5
4432,rbf,10,0.005,scale,0.25,0.2,0.16666666666666666,0.18181818181818182
4433,rbf,10,0.005,scale,0.5,0.35714285714285715,0.8333333333333334,0.5
4434,sigmoid,10,0.005,scale,0.01,0.0,0.0,0.0
4435,sigmoid,10,0.005,scale,0.05,0.0,0.0,0.0
4436,sigmoid,10,0.005,scale,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4437,sigmoid,10,0.005,scale,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
4438,sigmoid,10,0.005,scale,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
4439,sigmoid,10,0.005,scale,0.5,0.15384615384615385,0.3333333333333333,0.21052631578947367
4440,linear,10,0.005,auto,0.01,0.0,0.0,0.0
4441,linear,10,0.005,auto,0.05,0.0,0.0,0.0
4442,linear,10,0.005,auto,0.1,0.0,0.0,0.0
4443,linear,10,0.005,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4444,linear,10,0.005,auto,0.25,0.0,0.0,0.0
4445,linear,10,0.005,auto,0.5,0.42857142857142855,1.0,0.6
4446,poly,10,0.005,auto,0.01,0.21428571428571427,0.5,0.3
4447,poly,10,0.005,auto,0.05,0.0,0.0,0.0
4448,poly,10,0.005,auto,0.1,0.0,0.0,0.0
4449,poly,10,0.005,auto,0.2,0.0,0.0,0.0
4450,poly,10,0.005,auto,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
4451,poly,10,0.005,auto,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
4452,rbf,10,0.005,auto,0.01,0.3,0.5,0.375
4453,rbf,10,0.005,auto,0.05,0.5,0.3333333333333333,0.4
4454,rbf,10,0.005,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
4455,rbf,10,0.005,auto,0.2,0.5,0.8333333333333334,0.625
4456,rbf,10,0.005,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
4457,rbf,10,0.005,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
4458,sigmoid,10,0.005,auto,0.01,0.0,0.0,0.0
4459,sigmoid,10,0.005,auto,0.05,0.0,0.0,0.0
4460,sigmoid,10,0.005,auto,0.1,0.0,0.0,0.0
4461,sigmoid,10,0.005,auto,0.2,0.0,0.0,0.0
4462,sigmoid,10,0.005,auto,0.25,0.0,0.0,0.0
4463,sigmoid,10,0.005,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
4464,linear,10,0.005,1e-06,0.01,0.0,0.0,0.0
4465,linear,10,0.005,1e-06,0.05,0.0,0.0,0.0
4466,linear,10,0.005,1e-06,0.1,0.0,0.0,0.0
4467,linear,10,0.005,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4468,linear,10,0.005,1e-06,0.25,0.0,0.0,0.0
4469,linear,10,0.005,1e-06,0.5,0.42857142857142855,1.0,0.6
4470,poly,10,0.005,1e-06,0.01,0.3333333333333333,1.0,0.5
4471,poly,10,0.005,1e-06,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
4472,poly,10,0.005,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
4473,poly,10,0.005,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4474,poly,10,0.005,1e-06,0.25,0.45454545454545453,0.8333333333333334,0.5882352941176471
4475,poly,10,0.005,1e-06,0.5,0.15,0.5,0.23076923076923078
4476,rbf,10,0.005,1e-06,0.01,0.25,1.0,0.4
4477,rbf,10,0.005,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
4478,rbf,10,0.005,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
4479,rbf,10,0.005,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
4480,rbf,10,0.005,1e-06,0.25,0.0,0.0,0.0
4481,rbf,10,0.005,1e-06,0.5,0.0,0.0,0.0
4482,sigmoid,10,0.005,1e-06,0.01,0.3333333333333333,1.0,0.5
4483,sigmoid,10,0.005,1e-06,0.05,0.4,0.6666666666666666,0.5
4484,sigmoid,10,0.005,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
4485,sigmoid,10,0.005,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
4486,sigmoid,10,0.005,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
4487,sigmoid,10,0.005,1e-06,0.5,0.15,0.5,0.23076923076923078
4488,linear,10,0.005,0.0001,0.01,0.0,0.0,0.0
4489,linear,10,0.005,0.0001,0.05,0.0,0.0,0.0
4490,linear,10,0.005,0.0001,0.1,0.0,0.0,0.0
4491,linear,10,0.005,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4492,linear,10,0.005,0.0001,0.25,0.0,0.0,0.0
4493,linear,10,0.005,0.0001,0.5,0.42857142857142855,1.0,0.6
4494,poly,10,0.005,0.0001,0.01,0.3333333333333333,1.0,0.5
4495,poly,10,0.005,0.0001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
4496,poly,10,0.005,0.0001,0.1,0.3333333333333333,1.0,0.5
4497,poly,10,0.005,0.0001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
4498,poly,10,0.005,0.0001,0.25,0.23529411764705882,0.6666666666666666,0.34782608695652173
4499,poly,10,0.005,0.0001,0.5,0.2608695652173913,1.0,0.41379310344827586
4500,rbf,10,0.005,0.0001,0.01,0.0,0.0,0.0
4501,rbf,10,0.005,0.0001,0.05,0.0,0.0,0.0
4502,rbf,10,0.005,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4503,rbf,10,0.005,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
4504,rbf,10,0.005,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4505,rbf,10,0.005,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
4506,sigmoid,10,0.005,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
4507,sigmoid,10,0.005,0.0001,0.05,0.4,0.6666666666666666,0.5
4508,sigmoid,10,0.005,0.0001,0.1,0.0,0.0,0.0
4509,sigmoid,10,0.005,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
4510,sigmoid,10,0.005,0.0001,0.25,0.2857142857142857,1.0,0.4444444444444444
4511,sigmoid,10,0.005,0.0001,0.5,0.0,0.0,0.0
4512,linear,10,0.005,0.001,0.01,0.0,0.0,0.0
4513,linear,10,0.005,0.001,0.05,0.0,0.0,0.0
4514,linear,10,0.005,0.001,0.1,0.0,0.0,0.0
4515,linear,10,0.005,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4516,linear,10,0.005,0.001,0.25,0.0,0.0,0.0
4517,linear,10,0.005,0.001,0.5,0.42857142857142855,1.0,0.6
4518,poly,10,0.005,0.001,0.01,0.3333333333333333,1.0,0.5
4519,poly,10,0.005,0.001,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
4520,poly,10,0.005,0.001,0.1,0.3157894736842105,1.0,0.48
4521,poly,10,0.005,0.001,0.2,0.0,0.0,0.0
4522,poly,10,0.005,0.001,0.25,0.2,0.6666666666666666,0.3076923076923077
4523,poly,10,0.005,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
4524,rbf,10,0.005,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
4525,rbf,10,0.005,0.001,0.05,0.0,0.0,0.0
4526,rbf,10,0.005,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4527,rbf,10,0.005,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
4528,rbf,10,0.005,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4529,rbf,10,0.005,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
4530,sigmoid,10,0.005,0.001,0.01,0.0,0.0,0.0
4531,sigmoid,10,0.005,0.001,0.05,0.09090909090909091,0.16666666666666666,0.11764705882352941
4532,sigmoid,10,0.005,0.001,0.1,0.0,0.0,0.0
4533,sigmoid,10,0.005,0.001,0.2,0.2608695652173913,1.0,0.41379310344827586
4534,sigmoid,10,0.005,0.001,0.25,0.375,1.0,0.5454545454545454
4535,sigmoid,10,0.005,0.001,0.5,0.0,0.0,0.0
4536,linear,10,0.005,0.01,0.01,0.0,0.0,0.0
4537,linear,10,0.005,0.01,0.05,0.0,0.0,0.0
4538,linear,10,0.005,0.01,0.1,0.0,0.0,0.0
4539,linear,10,0.005,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4540,linear,10,0.005,0.01,0.25,0.0,0.0,0.0
4541,linear,10,0.005,0.01,0.5,0.42857142857142855,1.0,0.6
4542,poly,10,0.005,0.01,0.01,0.26666666666666666,0.6666666666666666,0.38095238095238093
4543,poly,10,0.005,0.01,0.05,0.0,0.0,0.0
4544,poly,10,0.005,0.01,0.1,0.21428571428571427,0.5,0.3
4545,poly,10,0.005,0.01,0.2,0.0,0.0,0.0
4546,poly,10,0.005,0.01,0.25,0.2,0.6666666666666666,0.3076923076923077
4547,poly,10,0.005,0.01,0.5,0.2,0.6666666666666666,0.3076923076923077
4548,rbf,10,0.005,0.01,0.01,0.0,0.0,0.0
4549,rbf,10,0.005,0.01,0.05,0.5,0.16666666666666666,0.25
4550,rbf,10,0.005,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
4551,rbf,10,0.005,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
4552,rbf,10,0.005,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4553,rbf,10,0.005,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
4554,sigmoid,10,0.005,0.01,0.01,0.0,0.0,0.0
4555,sigmoid,10,0.005,0.01,0.05,0.3333333333333333,0.16666666666666666,0.2222222222222222
4556,sigmoid,10,0.005,0.01,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4557,sigmoid,10,0.005,0.01,0.2,0.3333333333333333,0.16666666666666666,0.2222222222222222
4558,sigmoid,10,0.005,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
4559,sigmoid,10,0.005,0.01,0.5,0.35714285714285715,0.8333333333333334,0.5
4560,linear,10,0.005,0.1,0.01,0.0,0.0,0.0
4561,linear,10,0.005,0.1,0.05,0.0,0.0,0.0
4562,linear,10,0.005,0.1,0.1,0.0,0.0,0.0
4563,linear,10,0.005,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4564,linear,10,0.005,0.1,0.25,0.0,0.0,0.0
4565,linear,10,0.005,0.1,0.5,0.42857142857142855,1.0,0.6
4566,poly,10,0.005,0.1,0.01,0.15384615384615385,0.3333333333333333,0.21052631578947367
4567,poly,10,0.005,0.1,0.05,0.0,0.0,0.0
4568,poly,10,0.005,0.1,0.1,0.21428571428571427,0.5,0.3
4569,poly,10,0.005,0.1,0.2,0.3333333333333333,0.16666666666666666,0.2222222222222222
4570,poly,10,0.005,0.1,0.25,0.21428571428571427,0.5,0.3
4571,poly,10,0.005,0.1,0.5,0.21428571428571427,0.5,0.3
4572,rbf,10,0.005,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
4573,rbf,10,0.005,0.1,0.05,0.25,0.16666666666666666,0.2
4574,rbf,10,0.005,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
4575,rbf,10,0.005,0.1,0.2,0.0,0.0,0.0
4576,rbf,10,0.005,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
4577,rbf,10,0.005,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
4578,sigmoid,10,0.005,0.1,0.01,0.0,0.0,0.0
4579,sigmoid,10,0.005,0.1,0.05,0.0,0.0,0.0
4580,sigmoid,10,0.005,0.1,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
4581,sigmoid,10,0.005,0.1,0.2,0.2,0.16666666666666666,0.18181818181818182
4582,sigmoid,10,0.005,0.1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
4583,sigmoid,10,0.005,0.1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
4584,linear,10,0.005,1,0.01,0.0,0.0,0.0
4585,linear,10,0.005,1,0.05,0.0,0.0,0.0
4586,linear,10,0.005,1,0.1,0.0,0.0,0.0
4587,linear,10,0.005,1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
4588,linear,10,0.005,1,0.25,0.0,0.0,0.0
4589,linear,10,0.005,1,0.5,0.42857142857142855,1.0,0.6
4590,poly,10,0.005,1,0.01,0.0,0.0,0.0
4591,poly,10,0.005,1,0.05,0.0,0.0,0.0
4592,poly,10,0.005,1,0.1,0.0,0.0,0.0
4593,poly,10,0.005,1,0.2,0.2,0.16666666666666666,0.18181818181818182
4594,poly,10,0.005,1,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
4595,poly,10,0.005,1,0.5,0.25,0.5,0.3333333333333333
4596,rbf,10,0.005,1,0.01,0.1111111111111111,0.16666666666666666,0.13333333333333333
