,kernel,degree,coef0,gamma,nu,precision,recall,f1
8836,linear,5,0.05,scale,0.25,0.0,0.0,0.0
8837,linear,5,0.05,scale,0.5,0.42857142857142855,1.0,0.6
8838,poly,5,0.05,scale,0.01,0.2,0.5,0.2857142857142857
8839,poly,5,0.05,scale,0.05,0.16666666666666666,0.3333333333333333,0.2222222222222222
8840,poly,5,0.05,scale,0.1,0.0,0.0,0.0
8841,poly,5,0.05,scale,0.2,0.15384615384615385,0.3333333333333333,0.21052631578947367
8842,poly,5,0.05,scale,0.25,0.1,0.16666666666666666,0.125
8843,poly,5,0.05,scale,0.5,0.25,0.5,0.3333333333333333
8844,rbf,5,0.05,scale,0.01,0.6,0.5,0.5454545454545454
8845,rbf,5,0.05,scale,0.05,0.5,0.5,0.5
8846,rbf,5,0.05,scale,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333
8847,rbf,5,0.05,scale,0.2,0.5,0.5,0.5
8848,rbf,5,0.05,scale,0.25,0.2,0.16666666666666666,0.18181818181818182
8849,rbf,5,0.05,scale,0.5,0.35714285714285715,0.8333333333333334,0.5
8850,sigmoid,5,0.05,scale,0.01,0.0,0.0,0.0
8851,sigmoid,5,0.05,scale,0.05,0.0,0.0,0.0
8852,sigmoid,5,0.05,scale,0.1,0.5,0.16666666666666666,0.25
8853,sigmoid,5,0.05,scale,0.2,0.2,0.16666666666666666,0.18181818181818182
8854,sigmoid,5,0.05,scale,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
8855,sigmoid,5,0.05,scale,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
8856,linear,5,0.05,auto,0.01,0.0,0.0,0.0
8857,linear,5,0.05,auto,0.05,0.0,0.0,0.0
8858,linear,5,0.05,auto,0.1,0.0,0.0,0.0
8859,linear,5,0.05,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8860,linear,5,0.05,auto,0.25,0.0,0.0,0.0
8861,linear,5,0.05,auto,0.5,0.42857142857142855,1.0,0.6
8862,poly,5,0.05,auto,0.01,0.0,0.0,0.0
8863,poly,5,0.05,auto,0.05,0.0,0.0,0.0
8864,poly,5,0.05,auto,0.1,0.14285714285714285,0.16666666666666666,0.15384615384615385
8865,poly,5,0.05,auto,0.2,0.2,0.16666666666666666,0.18181818181818182
8866,poly,5,0.05,auto,0.25,0.125,0.16666666666666666,0.14285714285714285
8867,poly,5,0.05,auto,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
8868,rbf,5,0.05,auto,0.01,0.3,0.5,0.375
8869,rbf,5,0.05,auto,0.05,0.5,0.3333333333333333,0.4
8870,rbf,5,0.05,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
8871,rbf,5,0.05,auto,0.2,0.5,0.8333333333333334,0.625
8872,rbf,5,0.05,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
8873,rbf,5,0.05,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
8874,sigmoid,5,0.05,auto,0.01,0.0,0.0,0.0
8875,sigmoid,5,0.05,auto,0.05,0.0,0.0,0.0
8876,sigmoid,5,0.05,auto,0.1,0.0,0.0,0.0
8877,sigmoid,5,0.05,auto,0.2,0.2,0.16666666666666666,0.18181818181818182
8878,sigmoid,5,0.05,auto,0.25,0.0,0.0,0.0
8879,sigmoid,5,0.05,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
8880,linear,5,0.05,1e-06,0.01,0.0,0.0,0.0
8881,linear,5,0.05,1e-06,0.05,0.0,0.0,0.0
8882,linear,5,0.05,1e-06,0.1,0.0,0.0,0.0
8883,linear,5,0.05,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8884,linear,5,0.05,1e-06,0.25,0.0,0.0,0.0
8885,linear,5,0.05,1e-06,0.5,0.42857142857142855,1.0,0.6
8886,poly,5,0.05,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8887,poly,5,0.05,1e-06,0.05,0.4,0.6666666666666666,0.5
8888,poly,5,0.05,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
8889,poly,5,0.05,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8890,poly,5,0.05,1e-06,0.25,0.5555555555555556,0.8333333333333334,0.6666666666666666
8891,poly,5,0.05,1e-06,0.5,0.15,0.5,0.23076923076923078
8892,rbf,5,0.05,1e-06,0.01,0.25,1.0,0.4
8893,rbf,5,0.05,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
8894,rbf,5,0.05,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
8895,rbf,5,0.05,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
8896,rbf,5,0.05,1e-06,0.25,0.0,0.0,0.0
8897,rbf,5,0.05,1e-06,0.5,0.0,0.0,0.0
8898,sigmoid,5,0.05,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8899,sigmoid,5,0.05,1e-06,0.05,0.4,0.6666666666666666,0.5
8900,sigmoid,5,0.05,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
8901,sigmoid,5,0.05,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8902,sigmoid,5,0.05,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
8903,sigmoid,5,0.05,1e-06,0.5,0.15,0.5,0.23076923076923078
8904,linear,5,0.05,0.0001,0.01,0.0,0.0,0.0
8905,linear,5,0.05,0.0001,0.05,0.0,0.0,0.0
8906,linear,5,0.05,0.0001,0.1,0.0,0.0,0.0
8907,linear,5,0.05,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8908,linear,5,0.05,0.0001,0.25,0.0,0.0,0.0
8909,linear,5,0.05,0.0001,0.5,0.42857142857142855,1.0,0.6
8910,poly,5,0.05,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8911,poly,5,0.05,0.0001,0.05,0.4,0.6666666666666666,0.5
8912,poly,5,0.05,0.0001,0.1,0.35294117647058826,1.0,0.5217391304347826
8913,poly,5,0.05,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8914,poly,5,0.05,0.0001,0.25,0.375,1.0,0.5454545454545454
8915,poly,5,0.05,0.0001,0.5,0.22727272727272727,0.8333333333333334,0.35714285714285715
8916,rbf,5,0.05,0.0001,0.01,0.0,0.0,0.0
8917,rbf,5,0.05,0.0001,0.05,0.0,0.0,0.0
8918,rbf,5,0.05,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
8919,rbf,5,0.05,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
8920,rbf,5,0.05,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
8921,rbf,5,0.05,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
8922,sigmoid,5,0.05,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8923,sigmoid,5,0.05,0.0001,0.05,0.4,0.6666666666666666,0.5
8924,sigmoid,5,0.05,0.0001,0.1,0.0,0.0,0.0
8925,sigmoid,5,0.05,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
8926,sigmoid,5,0.05,0.0001,0.25,0.2857142857142857,1.0,0.4444444444444444
8927,sigmoid,5,0.05,0.0001,0.5,0.0,0.0,0.0
8928,linear,5,0.05,0.001,0.01,0.0,0.0,0.0
8929,linear,5,0.05,0.001,0.05,0.0,0.0,0.0
8930,linear,5,0.05,0.001,0.1,0.0,0.0,0.0
8931,linear,5,0.05,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8932,linear,5,0.05,0.001,0.25,0.0,0.0,0.0
8933,linear,5,0.05,0.001,0.5,0.42857142857142855,1.0,0.6
8934,poly,5,0.05,0.001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8935,poly,5,0.05,0.001,0.05,0.4,0.6666666666666666,0.5
8936,poly,5,0.05,0.001,0.1,0.3333333333333333,1.0,0.5
8937,poly,5,0.05,0.001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
8938,poly,5,0.05,0.001,0.25,0.23529411764705882,0.6666666666666666,0.34782608695652173
8939,poly,5,0.05,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
8940,rbf,5,0.05,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
8941,rbf,5,0.05,0.001,0.05,0.0,0.0,0.0
8942,rbf,5,0.05,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
8943,rbf,5,0.05,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
8944,rbf,5,0.05,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
8945,rbf,5,0.05,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
8946,sigmoid,5,0.05,0.001,0.01,0.09090909090909091,0.16666666666666666,0.11764705882352941
8947,sigmoid,5,0.05,0.001,0.05,0.09090909090909091,0.16666666666666666,0.11764705882352941
8948,sigmoid,5,0.05,0.001,0.1,0.0,0.0,0.0
8949,sigmoid,5,0.05,0.001,0.2,0.2608695652173913,1.0,0.41379310344827586
8950,sigmoid,5,0.05,0.001,0.25,0.375,1.0,0.5454545454545454
8951,sigmoid,5,0.05,0.001,0.5,0.0,0.0,0.0
8952,linear,5,0.05,0.01,0.01,0.0,0.0,0.0
8953,linear,5,0.05,0.01,0.05,0.0,0.0,0.0
8954,linear,5,0.05,0.01,0.1,0.0,0.0,0.0
8955,linear,5,0.05,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8956,linear,5,0.05,0.01,0.25,0.0,0.0,0.0
8957,linear,5,0.05,0.01,0.5,0.42857142857142855,1.0,0.6
8958,poly,5,0.05,0.01,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
8959,poly,5,0.05,0.01,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
8960,poly,5,0.05,0.01,0.1,0.3333333333333333,1.0,0.5
8961,poly,5,0.05,0.01,0.2,0.4,0.6666666666666666,0.5
8962,poly,5,0.05,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
8963,poly,5,0.05,0.01,0.5,0.3076923076923077,0.6666666666666666,0.42105263157894735
8964,rbf,5,0.05,0.01,0.01,0.0,0.0,0.0
8965,rbf,5,0.05,0.01,0.05,0.5,0.16666666666666666,0.25
8966,rbf,5,0.05,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
8967,rbf,5,0.05,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
8968,rbf,5,0.05,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
8969,rbf,5,0.05,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
8970,sigmoid,5,0.05,0.01,0.01,0.0,0.0,0.0
8971,sigmoid,5,0.05,0.01,0.05,0.3333333333333333,0.16666666666666666,0.2222222222222222
8972,sigmoid,5,0.05,0.01,0.1,0.5,0.16666666666666666,0.25
8973,sigmoid,5,0.05,0.01,0.2,0.4,0.3333333333333333,0.36363636363636365
8974,sigmoid,5,0.05,0.01,0.25,0.4,0.3333333333333333,0.36363636363636365
8975,sigmoid,5,0.05,0.01,0.5,0.3076923076923077,0.6666666666666666,0.42105263157894735
8976,linear,5,0.05,0.1,0.01,0.0,0.0,0.0
8977,linear,5,0.05,0.1,0.05,0.0,0.0,0.0
8978,linear,5,0.05,0.1,0.1,0.0,0.0,0.0
8979,linear,5,0.05,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
8980,linear,5,0.05,0.1,0.25,0.0,0.0,0.0
8981,linear,5,0.05,0.1,0.5,0.42857142857142855,1.0,0.6
8982,poly,5,0.05,0.1,0.01,0.15384615384615385,0.3333333333333333,0.21052631578947367
8983,poly,5,0.05,0.1,0.05,0.16666666666666666,0.3333333333333333,0.2222222222222222
8984,poly,5,0.05,0.1,0.1,0.0,0.0,0.0
8985,poly,5,0.05,0.1,0.2,0.14285714285714285,0.3333333333333333,0.2
8986,poly,5,0.05,0.1,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
8987,poly,5,0.05,0.1,0.5,0.25,0.5,0.3333333333333333
8988,rbf,5,0.05,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
8989,rbf,5,0.05,0.1,0.05,0.25,0.16666666666666666,0.2
8990,rbf,5,0.05,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
8991,rbf,5,0.05,0.1,0.2,0.0,0.0,0.0
8992,rbf,5,0.05,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
8993,rbf,5,0.05,0.1,0.5,0.4166666666666667,0.8333333333333334,0.5555555555555556
8994,sigmoid,5,0.05,0.1,0.01,0.0,0.0,0.0
8995,sigmoid,5,0.05,0.1,0.05,0.0,0.0,0.0
8996,sigmoid,5,0.05,0.1,0.1,0.5,0.16666666666666666,0.25
8997,sigmoid,5,0.05,0.1,0.2,0.2,0.16666666666666666,0.18181818181818182
8998,sigmoid,5,0.05,0.1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
8999,sigmoid,5,0.05,0.1,0.5,0.18181818181818182,0.3333333333333333,0.23529411764705882
9000,linear,5,0.05,1,0.01,0.0,0.0,0.0
9001,linear,5,0.05,1,0.05,0.0,0.0,0.0
9002,linear,5,0.05,1,0.1,0.0,0.0,0.0
9003,linear,5,0.05,1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9004,linear,5,0.05,1,0.25,0.0,0.0,0.0
9005,linear,5,0.05,1,0.5,0.42857142857142855,1.0,0.6
9006,poly,5,0.05,1,0.01,0.0,0.0,0.0
9007,poly,5,0.05,1,0.05,0.0,0.0,0.0
9008,poly,5,0.05,1,0.1,0.25,0.16666666666666666,0.2
9009,poly,5,0.05,1,0.2,0.2,0.16666666666666666,0.18181818181818182
9010,poly,5,0.05,1,0.25,0.125,0.16666666666666666,0.14285714285714285
9011,poly,5,0.05,1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
9012,rbf,5,0.05,1,0.01,0.1111111111111111,0.16666666666666666,0.13333333333333333
9013,rbf,5,0.05,1,0.05,0.3333333333333333,0.5,0.4
9014,rbf,5,0.05,1,0.1,0.3333333333333333,0.5,0.4
9015,rbf,5,0.05,1,0.2,0.5,0.6666666666666666,0.5714285714285714
9016,rbf,5,0.05,1,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
9017,rbf,5,0.05,1,0.5,0.5,0.6666666666666666,0.5714285714285714
9018,sigmoid,5,0.05,1,0.01,0.0,0.0,0.0
9019,sigmoid,5,0.05,1,0.05,0.0,0.0,0.0
9020,sigmoid,5,0.05,1,0.1,0.0,0.0,0.0
9021,sigmoid,5,0.05,1,0.2,0.0,0.0,0.0
9022,sigmoid,5,0.05,1,0.25,0.0,0.0,0.0
9023,sigmoid,5,0.05,1,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
9024,linear,10,0.05,scale,0.01,0.0,0.0,0.0
9025,linear,10,0.05,scale,0.05,0.0,0.0,0.0
9026,linear,10,0.05,scale,0.1,0.0,0.0,0.0
9027,linear,10,0.05,scale,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9028,linear,10,0.05,scale,0.25,0.0,0.0,0.0
9029,linear,10,0.05,scale,0.5,0.42857142857142855,1.0,0.6
9030,poly,10,0.05,scale,0.01,0.26666666666666666,0.6666666666666666,0.38095238095238093
9031,poly,10,0.05,scale,0.05,0.0,0.0,0.0
9032,poly,10,0.05,scale,0.1,0.21428571428571427,0.5,0.3
9033,poly,10,0.05,scale,0.2,0.0,0.0,0.0
9034,poly,10,0.05,scale,0.25,0.21428571428571427,0.5,0.3
9035,poly,10,0.05,scale,0.5,0.21428571428571427,0.5,0.3
9036,rbf,10,0.05,scale,0.01,0.6,0.5,0.5454545454545454
9037,rbf,10,0.05,scale,0.05,0.5,0.5,0.5
9038,rbf,10,0.05,scale,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333
9039,rbf,10,0.05,scale,0.2,0.5,0.5,0.5
9040,rbf,10,0.05,scale,0.25,0.2,0.16666666666666666,0.18181818181818182
9041,rbf,10,0.05,scale,0.5,0.35714285714285715,0.8333333333333334,0.5
9042,sigmoid,10,0.05,scale,0.01,0.0,0.0,0.0
9043,sigmoid,10,0.05,scale,0.05,0.0,0.0,0.0
9044,sigmoid,10,0.05,scale,0.1,0.5,0.16666666666666666,0.25
9045,sigmoid,10,0.05,scale,0.2,0.2,0.16666666666666666,0.18181818181818182
9046,sigmoid,10,0.05,scale,0.25,0.14285714285714285,0.16666666666666666,0.15384615384615385
9047,sigmoid,10,0.05,scale,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
9048,linear,10,0.05,auto,0.01,0.0,0.0,0.0
9049,linear,10,0.05,auto,0.05,0.0,0.0,0.0
9050,linear,10,0.05,auto,0.1,0.0,0.0,0.0
9051,linear,10,0.05,auto,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9052,linear,10,0.05,auto,0.25,0.0,0.0,0.0
9053,linear,10,0.05,auto,0.5,0.42857142857142855,1.0,0.6
9054,poly,10,0.05,auto,0.01,0.15384615384615385,0.3333333333333333,0.21052631578947367
9055,poly,10,0.05,auto,0.05,0.0,0.0,0.0
9056,poly,10,0.05,auto,0.1,0.0,0.0,0.0
9057,poly,10,0.05,auto,0.2,0.0,0.0,0.0
9058,poly,10,0.05,auto,0.25,0.125,0.16666666666666666,0.14285714285714285
9059,poly,10,0.05,auto,0.5,0.25,0.5,0.3333333333333333
9060,rbf,10,0.05,auto,0.01,0.3,0.5,0.375
9061,rbf,10,0.05,auto,0.05,0.5,0.3333333333333333,0.4
9062,rbf,10,0.05,auto,0.1,0.5,0.6666666666666666,0.5714285714285714
9063,rbf,10,0.05,auto,0.2,0.5,0.8333333333333334,0.625
9064,rbf,10,0.05,auto,0.25,0.5714285714285714,0.6666666666666666,0.6153846153846154
9065,rbf,10,0.05,auto,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
9066,sigmoid,10,0.05,auto,0.01,0.0,0.0,0.0
9067,sigmoid,10,0.05,auto,0.05,0.0,0.0,0.0
9068,sigmoid,10,0.05,auto,0.1,0.0,0.0,0.0
9069,sigmoid,10,0.05,auto,0.2,0.2,0.16666666666666666,0.18181818181818182
9070,sigmoid,10,0.05,auto,0.25,0.0,0.0,0.0
9071,sigmoid,10,0.05,auto,0.5,0.08333333333333333,0.16666666666666666,0.1111111111111111
9072,linear,10,0.05,1e-06,0.01,0.0,0.0,0.0
9073,linear,10,0.05,1e-06,0.05,0.0,0.0,0.0
9074,linear,10,0.05,1e-06,0.1,0.0,0.0,0.0
9075,linear,10,0.05,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9076,linear,10,0.05,1e-06,0.25,0.0,0.0,0.0
9077,linear,10,0.05,1e-06,0.5,0.42857142857142855,1.0,0.6
9078,poly,10,0.05,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
9079,poly,10,0.05,1e-06,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
9080,poly,10,0.05,1e-06,0.1,0.3333333333333333,1.0,0.5
9081,poly,10,0.05,1e-06,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
9082,poly,10,0.05,1e-06,0.25,0.5555555555555556,0.8333333333333334,0.6666666666666666
9083,poly,10,0.05,1e-06,0.5,0.15,0.5,0.23076923076923078
9084,rbf,10,0.05,1e-06,0.01,0.25,1.0,0.4
9085,rbf,10,0.05,1e-06,0.05,0.22727272727272727,0.8333333333333334,0.35714285714285715
9086,rbf,10,0.05,1e-06,0.1,0.38461538461538464,0.8333333333333334,0.5263157894736842
9087,rbf,10,0.05,1e-06,0.2,0.2777777777777778,0.8333333333333334,0.4166666666666667
9088,rbf,10,0.05,1e-06,0.25,0.0,0.0,0.0
9089,rbf,10,0.05,1e-06,0.5,0.0,0.0,0.0
9090,sigmoid,10,0.05,1e-06,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
9091,sigmoid,10,0.05,1e-06,0.05,0.4,0.6666666666666666,0.5
9092,sigmoid,10,0.05,1e-06,0.1,0.35294117647058826,1.0,0.5217391304347826
9093,sigmoid,10,0.05,1e-06,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9094,sigmoid,10,0.05,1e-06,0.25,0.625,0.8333333333333334,0.7142857142857143
9095,sigmoid,10,0.05,1e-06,0.5,0.15,0.5,0.23076923076923078
9096,linear,10,0.05,0.0001,0.01,0.0,0.0,0.0
9097,linear,10,0.05,0.0001,0.05,0.0,0.0,0.0
9098,linear,10,0.05,0.0001,0.1,0.0,0.0,0.0
9099,linear,10,0.05,0.0001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9100,linear,10,0.05,0.0001,0.25,0.0,0.0,0.0
9101,linear,10,0.05,0.0001,0.5,0.42857142857142855,1.0,0.6
9102,poly,10,0.05,0.0001,0.01,0.3333333333333333,1.0,0.5
9103,poly,10,0.05,0.0001,0.05,0.36363636363636365,0.6666666666666666,0.47058823529411764
9104,poly,10,0.05,0.0001,0.1,0.3333333333333333,1.0,0.5
9105,poly,10,0.05,0.0001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
9106,poly,10,0.05,0.0001,0.25,0.3157894736842105,1.0,0.48
9107,poly,10,0.05,0.0001,0.5,0.2608695652173913,1.0,0.41379310344827586
9108,rbf,10,0.05,0.0001,0.01,0.0,0.0,0.0
9109,rbf,10,0.05,0.0001,0.05,0.0,0.0,0.0
9110,rbf,10,0.05,0.0001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
9111,rbf,10,0.05,0.0001,0.2,0.2,0.16666666666666666,0.18181818181818182
9112,rbf,10,0.05,0.0001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
9113,rbf,10,0.05,0.0001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
9114,sigmoid,10,0.05,0.0001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
9115,sigmoid,10,0.05,0.0001,0.05,0.4,0.6666666666666666,0.5
9116,sigmoid,10,0.05,0.0001,0.1,0.0,0.0,0.0
9117,sigmoid,10,0.05,0.0001,0.2,0.2608695652173913,1.0,0.41379310344827586
9118,sigmoid,10,0.05,0.0001,0.25,0.2857142857142857,1.0,0.4444444444444444
9119,sigmoid,10,0.05,0.0001,0.5,0.0,0.0,0.0
9120,linear,10,0.05,0.001,0.01,0.0,0.0,0.0
9121,linear,10,0.05,0.001,0.05,0.0,0.0,0.0
9122,linear,10,0.05,0.001,0.1,0.0,0.0,0.0
9123,linear,10,0.05,0.001,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9124,linear,10,0.05,0.001,0.25,0.0,0.0,0.0
9125,linear,10,0.05,0.001,0.5,0.42857142857142855,1.0,0.6
9126,poly,10,0.05,0.001,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
9127,poly,10,0.05,0.001,0.05,0.4,0.6666666666666666,0.5
9128,poly,10,0.05,0.001,0.1,0.3333333333333333,1.0,0.5
9129,poly,10,0.05,0.001,0.2,0.38461538461538464,0.8333333333333334,0.5263157894736842
9130,poly,10,0.05,0.001,0.25,0.23529411764705882,0.6666666666666666,0.34782608695652173
9131,poly,10,0.05,0.001,0.5,0.2608695652173913,1.0,0.41379310344827586
9132,rbf,10,0.05,0.001,0.01,0.3333333333333333,0.16666666666666666,0.2222222222222222
9133,rbf,10,0.05,0.001,0.05,0.0,0.0,0.0
9134,rbf,10,0.05,0.001,0.1,0.3333333333333333,0.16666666666666666,0.2222222222222222
9135,rbf,10,0.05,0.001,0.2,0.4,0.3333333333333333,0.36363636363636365
9136,rbf,10,0.05,0.001,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
9137,rbf,10,0.05,0.001,0.5,0.38461538461538464,0.8333333333333334,0.5263157894736842
9138,sigmoid,10,0.05,0.001,0.01,0.09090909090909091,0.16666666666666666,0.11764705882352941
9139,sigmoid,10,0.05,0.001,0.05,0.09090909090909091,0.16666666666666666,0.11764705882352941
9140,sigmoid,10,0.05,0.001,0.1,0.0,0.0,0.0
9141,sigmoid,10,0.05,0.001,0.2,0.2608695652173913,1.0,0.41379310344827586
9142,sigmoid,10,0.05,0.001,0.25,0.375,1.0,0.5454545454545454
9143,sigmoid,10,0.05,0.001,0.5,0.0,0.0,0.0
9144,linear,10,0.05,0.01,0.01,0.0,0.0,0.0
9145,linear,10,0.05,0.01,0.05,0.0,0.0,0.0
9146,linear,10,0.05,0.01,0.1,0.0,0.0,0.0
9147,linear,10,0.05,0.01,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9148,linear,10,0.05,0.01,0.25,0.0,0.0,0.0
9149,linear,10,0.05,0.01,0.5,0.42857142857142855,1.0,0.6
9150,poly,10,0.05,0.01,0.01,0.29411764705882354,0.8333333333333334,0.43478260869565216
9151,poly,10,0.05,0.01,0.05,0.4444444444444444,0.6666666666666666,0.5333333333333333
9152,poly,10,0.05,0.01,0.1,0.3333333333333333,1.0,0.5
9153,poly,10,0.05,0.01,0.2,0.0,0.0,0.0
9154,poly,10,0.05,0.01,0.25,0.2,0.6666666666666666,0.3076923076923077
9155,poly,10,0.05,0.01,0.5,0.2,0.6666666666666666,0.3076923076923077
9156,rbf,10,0.05,0.01,0.01,0.0,0.0,0.0
9157,rbf,10,0.05,0.01,0.05,0.5,0.16666666666666666,0.25
9158,rbf,10,0.05,0.01,0.1,1.0,0.16666666666666666,0.2857142857142857
9159,rbf,10,0.05,0.01,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
9160,rbf,10,0.05,0.01,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
9161,rbf,10,0.05,0.01,0.5,0.3333333333333333,0.6666666666666666,0.4444444444444444
9162,sigmoid,10,0.05,0.01,0.01,0.0,0.0,0.0
9163,sigmoid,10,0.05,0.01,0.05,0.3333333333333333,0.16666666666666666,0.2222222222222222
9164,sigmoid,10,0.05,0.01,0.1,0.5,0.16666666666666666,0.25
9165,sigmoid,10,0.05,0.01,0.2,0.4,0.3333333333333333,0.36363636363636365
9166,sigmoid,10,0.05,0.01,0.25,0.4,0.3333333333333333,0.36363636363636365
9167,sigmoid,10,0.05,0.01,0.5,0.3076923076923077,0.6666666666666666,0.42105263157894735
9168,linear,10,0.05,0.1,0.01,0.0,0.0,0.0
9169,linear,10,0.05,0.1,0.05,0.0,0.0,0.0
9170,linear,10,0.05,0.1,0.1,0.0,0.0,0.0
9171,linear,10,0.05,0.1,0.2,0.4166666666666667,0.8333333333333334,0.5555555555555556
9172,linear,10,0.05,0.1,0.25,0.0,0.0,0.0
9173,linear,10,0.05,0.1,0.5,0.42857142857142855,1.0,0.6
9174,poly,10,0.05,0.1,0.01,0.26666666666666666,0.6666666666666666,0.38095238095238093
9175,poly,10,0.05,0.1,0.05,0.0,0.0,0.0
9176,poly,10,0.05,0.1,0.1,0.21428571428571427,0.5,0.3
9177,poly,10,0.05,0.1,0.2,0.21428571428571427,0.5,0.3
9178,poly,10,0.05,0.1,0.25,0.09090909090909091,0.16666666666666666,0.11764705882352941
9179,poly,10,0.05,0.1,0.5,0.16666666666666666,0.3333333333333333,0.2222222222222222
9180,rbf,10,0.05,0.1,0.01,0.4,0.3333333333333333,0.36363636363636365
9181,rbf,10,0.05,0.1,0.05,0.25,0.16666666666666666,0.2
9182,rbf,10,0.05,0.1,0.1,0.2,0.16666666666666666,0.18181818181818182
9183,rbf,10,0.05,0.1,0.2,0.0,0.0,0.0
9184,rbf,10,0.05,0.1,0.25,0.2857142857142857,0.3333333333333333,0.3076923076923077
